genome_id,umap_x,umap_y
GB_GCA_020639315.1,3.8517656,15.646409
RS_GCF_014235485.1,22.350782,14.825001
RS_GCF_019456875.1,-5.8499637,-19.282675
GB_GCA_016702945.1,4.014918,13.21977
GB_GCA_016778945.1,-9.902139,13.207849
RS_GCF_017175135.1,-5.0713396,-1.3965108
GB_GCA_021769595.1,-8.942865,-9.3751
GB_GCA_023431025.1,-3.684446,6.1892676
GB_GCA_023436325.1,-20.085194,12.444606
GB_GCA_023460135.1,-8.485054,15.26564
GB_GCA_023454855.1,-20.411728,1.0946152
RS_GCF_016814175.1,-2.0861828,-9.966407
GB_GCA_018378375.1,10.725003,-16.424019
GB_GCA_018373075.1,1.9223374,8.738888
GB_GCA_023382895.1,13.175411,14.431693
RS_GCF_024104895.1,6.5144906,3.9750857
GB_GCA_019412665.1,-4.20962,-3.2569032
RS_GCF_023517735.1,13.176701,14.43256
RS_GCF_021135755.1,2.7969363,2.069966
GB_GCA_021740165.1,-14.691116,5.3186827
RS_GCF_020165355.1,-7.548082,4.366115
RS_GCF_020166255.1,5.164296,14.862651
RS_GCF_024461015.1,-7.116235,4.5199156
GB_GCA_021843405.1,7.6722345,0.23277687
RS_GCF_021455205.1,2.1733954,19.438614
GB_GCA_021616755.1,-9.214956,-11.720542
RS_GCF_021726775.1,10.338924,-0.345712
RS_GCF_021283815.1,-8.346835,-0.32995003
RS_GCF_021532445.1,-2.8891723,8.599443
GB_GCA_022777405.1,-19.571804,-2.4116242
GB_GCA_022774425.1,-19.539835,-2.3790221
GB_GCA_025152945.1,5.933385,6.2865114
GB_GCA_022837325.1,10.991074,23.856615
RS_GCF_024177505.1,8.575872,2.7035086
RS_GCF_003853975.1,-3.8579073,0.7643301
RS_GCF_003853215.1,-3.8927927,0.7395282
RS_GCF_004299885.1,-0.5715853,-13.419164
RS_GCF_018884745.1,0.5435204,-8.60529
RS_GCF_008320705.1,6.696681,0.100032255
RS_GCF_020116885.1,9.794013,-13.403304
RS_GCF_008640585.1,8.421208,-3.6611903
RS_GCF_013420765.1,-0.5066754,-3.3323348
GB_GCA_009699875.1,-6.6827345,-3.1683922
GB_GCA_009699725.1,23.316753,2.8480837
GB_GCA_009699605.1,23.402489,2.7606099
GB_GCA_010436015.1,6.5515556,-7.1580234
RS_GCF_009648145.1,11.113933,5.0371714
RS_GCF_011044955.1,3.8433497,0.15585828
GB_GCA_022793415.1,7.642032,14.532984
RS_GCF_014692655.1,5.5412464,-10.126577
RS_GCF_022341715.1,-2.1250036,9.388178
GB_GCA_020637415.1,3.8511095,15.645896
RS_GCF_015070665.1,-4.9018464,10.075611
RS_GCF_021698685.1,-1.1860373,1.7653791
GB_GCA_021770705.1,-8.942039,-9.374152
GB_GCA_016842225.1,-9.903224,13.208733
RS_GCF_022816045.1,-4.43919,-10.37611
GB_GCA_023412005.1,-6.6081433,-1.2162808
GB_GCA_023446235.1,-3.6848745,6.189311
GB_GCA_023408795.1,-13.147291,16.52939
GB_GCA_023406955.1,-13.947629,16.079597
RS_GCF_018474245.1,-1.4738895,-5.2027
RS_GCF_016775765.1,-0.8226441,-2.3311858
RS_GCF_022845415.1,15.082851,3.931491
GB_GCA_018370675.1,1.1961918,-15.558369
GB_GCA_018370025.1,15.745847,-5.1880236
GB_GCA_018364225.1,11.92526,-15.231284
GB_GCA_018380115.1,15.741812,-5.1836233
GB_GCA_018377915.1,1.8121351,-15.855322
GB_GCA_018377395.1,2.0662527,-15.417767
GB_GCA_018373435.1,1.644138,-15.456357
GB_GCA_019136245.1,-7.6191654,-4.191148
GB_GCA_017888765.1,15.500018,-9.968964
RS_GCF_021890095.1,-6.1549797,-6.82765
GB_GCA_019418695.1,10.998774,23.847937
RS_GCF_021198755.1,-9.89099,-3.824759
GB_GCA_022745785.1,19.662271,14.739778
GB_GCA_022741245.1,5.681218,-14.056783
GB_GCA_021846725.1,8.212135,-16.399128
RS_GCF_020524445.1,1.014304,0.016975455
RS_GCF_020255285.1,15.2104435,22.140396
RS_GCF_020257245.1,10.381377,-0.3102287
GB_GCA_022826705.1,-2.7441986,8.728188
GB_GCA_022484025.1,17.813515,-2.8938723
GB_GCA_022644775.1,-0.39204338,-4.757752
GB_GCA_021619165.1,-13.4188595,6.844326
RS_GCF_022214275.1,5.695157,-8.440928
RS_GCF_022236965.1,7.2051754,1.7484533
GB_GCA_022773565.1,-8.932068,-13.60024
GB_GCA_022776315.1,1.0837793,-5.790616
GB_GCA_022782565.1,9.937825,18.27527
GB_GCA_025153545.1,5.9418893,6.2847457
RS_GCF_024197955.1,-2.0281065,4.485711
RS_GCF_023756925.1,8.751087,0.9490524
GB_GCA_024710255.1,-6.320105,-9.302515
RS_GCF_014162015.1,10.996762,23.85193
RS_GCF_902509035.1,16.268812,0.688568
RS_GCF_902509185.1,-10.4576025,-2.6738696
RS_GCF_003196185.1,-7.199986,-14.676707
GB_GCA_008670995.1,-10.861141,10.211793
RS_GCF_004013865.1,2.5630786,6.756828
RS_GCF_003951175.1,0.8790218,10.759281
RS_GCF_015721495.1,-14.389043,-0.8657541
RS_GCF_007001765.1,-6.3722744,12.256389
RS_GCF_020119125.1,9.800929,-13.411845
RS_GCF_020119075.1,9.801944,-13.412246
RS_GCF_020118815.1,9.800928,-13.411651
RS_GCF_008269985.1,6.480117,-7.2119737
RS_GCF_015230275.1,3.5278957,9.224621
GB_GCA_022797675.1,20.981524,9.916921
RS_GCF_011601425.1,3.8625052,18.508036
RS_GCF_012166915.1,13.175336,14.432225
GB_GCA_015260165.1,0.745485,-2.130639
GB_GCA_016178915.1,3.9705694,6.4430065
RS_GCF_019839235.1,7.4011507,2.0730438
RS_GCF_024531205.1,6.5255346,18.731087
GB_GCA_020632735.1,-11.075053,-14.727469
GB_GCA_023898605.1,3.8534641,15.647677
RS_GCF_020857795.1,12.068053,5.80214
GB_GCA_020403885.1,-5.7041216,14.924641
RS_GCF_019457055.1,-8.951151,-4.8486233
GB_GCA_016285935.1,17.12819,5.551354
GB_GCA_016719515.1,5.495807,12.777057
RS_GCF_016237225.1,2.3959858,-11.080651
GB_GCA_023386215.1,-8.446321,15.224476
GB_GCA_023420775.1,-13.144982,16.52849
GB_GCA_023445835.1,-3.685052,6.189306
RS_GCF_016757635.1,6.306551,9.002221
RS_GCF_021043195.1,-2.0890784,-9.971784
GB_GCA_018376765.1,1.1965233,-15.557405
GB_GCA_018372895.1,-14.388843,-0.8655492
RS_GCF_017653465.1,3.8618236,18.507278
RS_GCF_017572785.1,8.212129,-16.39958
GB_GCA_017888345.1,15.498464,-9.981156
GB_GCA_017889385.1,15.496509,-9.985062
GB_GCA_018678375.1,-10.233255,-5.620925
RS_GCF_018771365.1,-2.8169034,9.92178
RS_GCF_019249665.1,-5.5529,-0.4346495
RS_GCF_019294785.1,-8.956699,-2.153403
RS_GCF_020171945.1,1.014304,0.016975453
GB_GCA_022826515.1,-2.609273,9.932939
GB_GCA_022642315.1,-5.480605,-16.046307
GB_GCA_021843625.1,8.313917,-0.08568455
GB_GCA_021620465.1,0.13641474,14.212111
GB_GCA_021618655.1,-16.225388,13.996263
GB_GCA_021617845.1,-16.20612,13.980589
GB_GCA_021615775.1,-15.517997,13.3763685
GB_GCA_021637705.1,5.6811934,-14.058948
RS_GCF_022556835.1,8.752278,0.953452
RS_GCF_024260145.1,-20.084173,12.446303
RS_GCF_022095375.1,-2.0995698,-9.980801
RS_GCF_022427205.1,11.215966,-3.1496606
GB_GCA_022780025.1,-19.571804,-2.4116242
RS_GCF_022682045.1,2.4124289,0.6260928
RS_GCF_022867705.1,-1.8157849,-6.2682915
RS_GCF_024159925.1,-4.020107,-6.7520046
RS_GCF_024702095.1,9.078758,0.3668871
RS_GCF_003858025.1,3.8518772,15.647726
RS_GCF_003582005.1,-1.2023418,13.195841
RS_GCF_003722215.1,0.93845737,-0.31315652
RS_GCF_004005185.1,9.801488,-13.410699
GB_GCA_009693905.1,-0.9222701,5.8918667
GB_GCA_009693665.1,22.553955,-3.9880483
GB_GCA_005776945.1,-1.5991807,4.8218255
GB_GCA_005792285.1,-2.32934,5.1982965
RS_GCF_013417925.1,9.459438,-15.185065
RS_GCF_015208735.1,-8.192838,5.58579
RS_GCF_009208755.1,13.319244,-11.756923
RS_GCF_011045855.1,7.789626,0.19263713
RS_GCF_010499315.1,11.21595,-3.1496105
RS_GCF_015230435.1,3.5401146,9.237175
RS_GCF_015230205.1,3.5338337,9.232873
GB_GCA_022791095.1,20.981594,9.916681
RS_GCF_014693755.1,-7.242119,13.270613
GB_GCA_016179965.1,17.900845,10.864027
GB_GCA_016207865.1,3.7711997,5.6799045
RS_GCF_014164345.1,-7.292225,10.317931
RS_GCF_014235615.1,20.474783,9.737109
RS_GCF_014269485.1,4.1833,1.1418992
GB_GCA_020246025.1,-5.7044153,14.925478
GB_GCA_020245635.1,0.2874988,19.099804
GB_GCA_020249045.1,-5.723175,14.927956
GB_GCA_016287575.1,16.788145,15.2490425
GB_GCA_016703725.1,15.023402,4.2629795
GB_GCA_016720625.1,4.0170884,13.217383
RS_GCF_019398965.1,-0.3483715,-3.1256049
RS_GCF_016066475.1,0.88462526,10.758813
GB_GCA_023436625.1,6.7279925,-18.2389
GB_GCA_018367875.1,2.0780764,-15.425776
GB_GCA_016939315.1,-0.65580434,25.245485
GB_GCA_024103955.1,-0.794782,-1.9699998
GB_GCA_023955335.1,-9.940489,13.170224
GB_GCA_019418075.1,10.968503,23.876072
GB_GCA_019415675.1,10.99898,23.850204
RS_GCF_020003165.1,8.70723,5.5142274
RS_GCF_019800825.1,-1.910707,9.100576
GB_GCA_024683395.1,17.14834,5.5323734
RS_GCF_019445395.1,0.421411,-3.627115
GB_GCA_022745005.1,19.662365,14.738177
GB_GCA_021850015.1,13.233248,-11.844149
RS_GCF_019797805.1,-2.6075094,9.932189
GB_GCA_021734465.1,-10.245066,-7.1727543
RS_GCF_020535225.1,3.910371,0.8233498
GB_GCA_022653555.1,13.357958,-6.3179913
GB_GCA_021640235.1,19.661827,14.740074
RS_GCF_021294955.1,4.6875114,1.6306839
RS_GCF_022748855.1,3.7808287,-3.0889726
GB_GCA_022770745.1,-19.56744,-2.4068418
GB_GCA_022776345.1,-8.932355,-13.601797
GB_GCA_022774385.1,-8.932068,-13.60024
GB_GCA_022773745.1,9.938673,18.274872
RS_GCF_023160145.1,-14.690418,5.319299
GB_GCA_003990955.1,10.327344,-0.2878306
RS_GCF_902509155.1,16.324488,0.62463367
RS_GCF_003194795.1,-0.5579815,2.126161
RS_GCF_005979285.1,6.441919,-0.26504123
RS_GCF_003789445.1,1.6441786,-15.45688
RS_GCF_003994455.1,8.092684,8.291857
RS_GCF_013377315.1,-1.4118632,2.3133998
RS_GCF_006542585.1,-1.5689993,3.7774944
RS_GCF_013418855.1,-0.5061961,-3.3303778
RS_GCF_008269975.1,12.485062,-8.0248
GB_GCA_009697815.1,-14.691935,5.317889
RS_GCF_021887555.1,15.335768,7.2238035
RS_GCF_011379645.1,4.393161,-16.525993
GB_GCA_013360585.1,0.30396318,-6.108896
GB_GCA_022804835.1,7.6443505,14.53399
GB_GCA_022797655.1,-12.215616,13.007456
RS_GCF_013181895.1,-5.235212,16.043074
GB_GCA_015255725.1,0.7454998,-2.1306512
GB_GCA_015261115.1,0.74531573,-2.1307347
RS_GCF_018709805.1,3.4929214,4.5527472
RS_GCF_014235545.1,14.734726,-0.4526348
RS_GCF_014852025.1,5.6895876,-7.3769045
RS_GCF_019352855.1,11.004263,-11.625937
RS_GCF_015221395.1,3.5355716,9.2330675
RS_GCF_015666515.1,-5.730209,-5.386767
GB_GCA_023437245.1,-8.446959,15.223112
GB_GCA_023391055.1,-2.456061,15.486887
GB_GCA_019246665.1,-13.382738,8.991794
RS_GCF_016814115.1,-2.6045477,9.92352
RS_GCF_016901105.1,3.8543496,5.987566
GB_GCA_018260755.1,4.1397066,0.875653
RS_GCF_023130305.1,-5.297678,-1.6606185
GB_GCA_019638955.1,-2.2586887,-2.1523244
GB_GCA_018676895.1,-10.234766,-5.619282
RS_GCF_019282495.1,6.278853,-4.7656865
RS_GCF_018999875.1,-2.9096339,-4.152361
RS_GCF_019801885.1,-2.1218581,9.368093
RS_GCF_021197155.1,-9.891041,-3.8247993
GB_GCA_019752475.1,3.9437318,-20.928192
GB_GCA_021828375.1,1.1357052,0.06396955
RS_GCF_020683505.1,5.3387575,4.1097655
RS_GCF_020256935.1,1.1680577,0.5265818
GB_GCA_021831345.1,13.277201,-11.794091
GB_GCA_021843605.1,8.295876,-0.06475079
GB_GCA_022785425.1,20.864399,5.7425456
RS_GCF_023161025.1,-3.7460349,-5.751414
RS_GCF_023508975.1,-3.208789,0.026731327
GB_GCA_024720915.1,12.128349,0.9089905
RS_GCF_024296215.1,0.7188775,-11.311017
RS_GCF_004305995.1,-3.2532694,11.393382
RS_GCF_016502645.1,7.6281247,14.519351
RS_GCF_009884075.1,-1.7925751,0.755155
RS_GCF_005145975.1,-5.309085,-1.6658053
GB_GCA_008123415.1,3.085709,2.0469728
RS_GCF_009740645.1,7.2263865,-11.9255
RS_GCF_009207695.1,4.6933184,-0.8620152
RS_GCF_011380055.1,4.391128,-16.516869
RS_GCF_014304755.1,7.1303806,5.215747
RS_GCF_020073925.1,4.049005,1.682872
RS_GCF_014042405.1,7.109923,5.22917
RS_GCF_014122035.1,19.488533,18.872902
GB_GCA_020254245.1,24.732098,5.4789658
RS_GCF_014877645.1,3.6149828,-3.0744073
GB_GCA_016705235.1,21.626451,-9.269325
GB_GCA_016709645.1,1.2686211,-13.111507
GB_GCA_016713875.1,15.021141,4.2654934
GB_GCA_016780675.1,-9.902007,13.207916
RS_GCF_016017425.1,-2.2098572,-3.3934789
RS_GCF_015704315.1,9.612624,-1.1097538
GB_GCA_023397585.1,6.7281103,-18.238874
RS_GCF_020252085.1,-2.7590694,8.706993
GB_GCA_018364675.1,15.74642,-5.188701
GB_GCA_018379275.1,1.1980423,-15.561165
RS_GCF_018138785.1,-0.5809488,2.0994496
RS_GCF_022342485.1,11.213929,-3.1520073
RS_GCF_018448985.1,4.248683,18.659878
GB_GCA_019420385.1,10.7156105,-1.140707
GB_GCA_019415885.1,10.986713,23.874985
RS_GCF_020163825.1,7.7901573,1.5683398
GB_GCA_022487215.1,-11.664173,-11.286462
GB_GCA_021844345.1,4.029559,-8.092923
RS_GCF_022532125.1,2.751419,2.576281
RS_GCF_022585315.1,-2.9338782,-2.5720756
GB_GCA_022772475.1,9.854364,18.359156
GB_GCA_022771425.1,20.864674,5.7429104
RS_GCF_023507565.1,8.212287,-16.399158
RS_GCF_024329765.1,0.24559104,-2.7666929
RS_GCF_014169495.1,-0.69172496,-3.3700306
GB_GCA_902509195.1,16.274681,0.67513895
RS_GCF_904890285.1,17.41529,-10.677769
GB_GCA_008672675.1,-15.934498,-7.7388206
GB_GCA_008671535.1,-3.825243,-4.4134455
GB_GCA_008670925.1,-15.0878935,-7.192891
RS_GCF_011365085.1,8.21176,-16.399292
RS_GCF_004300705.1,0.88246644,10.756158
GB_GCA_009691935.1,13.7332945,0.32902628
RS_GCF_008364035.1,-5.0813456,4.701262
GB_GCA_009704505.1,23.313408,2.8514705
RS_GCF_009025655.1,-0.15469745,0.6794212
RS_GCF_009183795.1,-4.46759,5.647344
RS_GCF_009856525.1,-12.057004,-5.639836
RS_GCF_012935145.1,-2.0336595,4.486475
GB_GCA_015258005.1,17.910496,10.868003
GB_GCA_015256435.1,-2.6700094,21.73629
GB_GCA_015263305.1,-7.177184,19.851555
GB_GCA_015261455.1,17.900118,10.861474
GB_GCA_015709435.1,-2.429243,-2.3059518
RS_GCF_013344375.1,9.530882,-0.65275735
GB_GCA_024860905.1,7.6150494,6.187461
RS_GCF_014164465.1,2.9678638,14.42426
GB_GCA_020638935.1,13.175581,14.4318
RS_GCF_014269795.1,4.1834517,1.1422205
RS_GCF_015700055.1,-8.969775,-4.8971953
GB_GCA_020254165.1,6.348755,-15.854944
GB_GCA_016714295.1,14.9537735,4.3348055
GB_GCA_016720825.1,4.0169897,13.217581
GB_GCA_021770555.1,-7.2000194,-14.676833
GB_GCA_023414455.1,-13.145703,16.527422
GB_GCA_023399435.1,-8.431267,15.208213
GB_GCA_023401655.1,-2.4433327,15.488625
GB_GCA_023399835.1,-2.889374,15.81387
GB_GCA_023450175.1,-20.08524,12.444698
RS_GCF_016456845.1,8.714007,7.4959416
RS_GCF_016745575.1,-2.1319826,-10.011211
GB_GCA_018065965.1,3.0040252,-0.040847447
RS_GCF_018906695.1,4.134193,1.0882417
GB_GCA_019411065.1,-4.209879,-3.2548163
GB_GCA_025128485.1,11.39863,-2.9114773
RS_GCF_019294755.1,10.185025,0.5206473
GB_GCA_024693355.1,17.148952,5.5317373
GB_GCA_024691995.1,17.129059,5.5506234
GB_GCA_022728335.1,6.533322,18.723764
RS_GCF_020982745.1,5.459353,7.6631145
GB_GCA_021804845.1,6.062898,-1.7855195
GB_GCA_021739685.1,23.289825,2.874526
GB_GCA_022484765.1,13.369678,-6.3401117
GB_GCA_021844665.1,4.0377536,-8.086574
GB_GCA_021839705.1,12.593752,2.859241
GB_GCA_021631685.1,-13.419132,6.845577
RS_GCF_021457525.1,17.383335,4.0156226
GB_GCA_023150915.1,0.29751134,-6.1216097
RS_GCF_022214485.1,5.683241,-8.415888
RS_GCF_022426565.1,11.216035,-3.1496499
GB_GCA_022769225.1,20.891739,5.771387
GB_GCA_022771305.1,-19.5578,-2.3962264
GB_GCA_022782435.1,-19.566511,-2.422036
RS_GCF_023161585.1,-3.747068,-5.752457
GB_GCA_023379935.1,13.686554,-11.390637
RS_GCF_024916745.1,3.806023,8.045617
RS_GCF_018685275.1,-0.6918445,-19.246784
RS_GCF_003854425.1,-2.2200508,-3.431896
GB_GCA_008674425.1,-15.9908,-7.7728577
GB_GCA_008668585.1,-3.767331,-4.3458767
RS_GCF_003725615.1,2.492673,1.0766183
RS_GCF_004359025.1,3.6311872,4.9986057
GB_GCA_005776895.1,-11.126302,6.67762
RS_GCF_020116815.1,9.800205,-13.411665
RS_GCF_008386455.1,-1.8138717,-6.2495203
RS_GCF_008630875.1,7.7724047,-5.3612986
RS_GCF_009710545.1,2.5734258,1.7515419
GB_GCA_010686975.1,8.732327,-9.452798
RS_GCF_010179575.1,11.995511,20.488907
GB_GCA_022797955.1,-12.215263,13.006214
GB_GCA_022790585.1,7.958372,-13.908687
GB_GCA_022792655.1,7.9595356,-13.908517
GB_GCA_013911995.1,-9.903174,13.208904
GB_GCA_017694415.1,6.504391,3.9715395
RS_GCF_014306395.1,8.212145,-16.399176
RS_GCF_019352475.1,-5.854928,-4.7772384
RS_GCF_014877595.1,6.722458,9.45789
GB_GCA_016705435.1,-8.946619,8.070193
RS_GCF_015704255.1,9.612985,-1.1106261
GB_GCA_023431715.1,-3.6850023,6.189298
GB_GCA_023441585.1,-14.0256815,16.00436
