orgId	locusId	sysName	geneName	desc	setATCH203 LB	setATCH204 LB	setATCH206 LB	setATCH207 LB	setATCH208 PDB	setATCH209 PDB	setATCH210 PDB	setATCH211 PDB	setATCH212 PDB	setATCH213 PDB	setATCH214 M9+glycerol	setATCH215 M9+glycerol	setATCH216 M9+glycerol	setATCH217 M9+glycerol	setATCH218 M9+glycerol	setATCH219 M9+glycerol	setATCH220 Atlantic	setATCH221 Atlantic	setATCH222 Atlantic	setATCH223 Atlantic	setATCH224 Atlantic	setATCH225 Atlantic	setATCH226 Norland	setATCH227 Norland	setATCH228 Norland	setATCH229 Norland	setATCH230 Norland	setATCH231 Norland	setATCH233 Upstate	setATCH234 Upstate	setATCH235 Upstate	setATCH236 Upstate	setATCH237 Upstate
Ddia6719	HGI48_RS03740	HGI48_RS03740		inositol 2-dehydrogenase	-1.210	-1.155	-0.540	-0.566	-0.226	0.372	-0.241	-0.206	-0.642	0.797	0.111	-0.477	-1.979	-0.846	0.509	-1.245	1.178	-0.797	1.652	-0.663	-0.332	1.859	-0.096	-0.102	-1.076	0.467	-1.997	-0.550	-0.319	0.870	0.135	-0.146	1.862
Ddia6719	HGI48_RS03745	HGI48_RS03745		substrate-binding domain-containing protein	-0.578	0.701	0.083	0.144	2.516	0.219	0.112	-0.945	0.646	0.424	-0.253	-0.850	-0.717	0.631	-0.449	0.450	0.294	-0.863	0.114	-1.199	-0.114	-1.683	-0.336	0.876	-0.138	-1.612	-0.798	-1.129	0.170	1.084	-0.181	0.471	-0.354
Ddia6719	HGI48_RS03750	HGI48_RS03750		sugar ABC transporter ATP-binding protein	0.802	1.289	0.812	0.878	0.540	1.809	0.329	0.755	1.154	1.391	0.982	-0.134	0.113	-0.055	-1.678	0.224	0.382	-0.457	1.229	0.045	2.753	-0.245	1.134	0.561	0.271	1.395	-0.632	0.844	-0.318	0.233	0.444	0.484	1.074
Ddia6719	HGI48_RS03755	HGI48_RS03755		ABC transporter permease	-1.810	-0.066	-0.698	-0.673	1.899	-0.872	0.287	0.156	0.594	-0.379	-0.719	-1.763	-1.202	-0.056	-1.601	0.006	-0.091	-1.999	-1.997	-0.222	-0.826	-0.011	-0.554	-0.988	-0.674	-0.972	-1.141	-0.047	-1.988	-1.576	-0.826	-0.751	0.581
Ddia6719	HGI48_RS03760	HGI48_RS03760		Gfo/Idh/MocA family oxidoreductase	-1.635	-2.075	-0.936	-1.511	-0.440	-1.299	-1.171	-0.035	-0.006	-1.284	1.076	-1.190	-0.576	-0.657	-3.521	-0.727	-0.870	-0.275	-2.215	-0.909	0.056	-0.590	-1.432	-0.910	-0.597	-1.085	0.756	-2.355	-1.434	-1.553	-0.835	-1.325	-0.903
Ddia6719	HGI48_RS03765	HGI48_RS03765		5-dehydro-2-deoxygluconokinase	0.547	-1.105	-0.114	-0.116	-1.054	1.414	-0.675	-0.031	0.394	-0.818	0.197	0.786	0.065	-0.803	0.299	0.154	-0.509	0.356	0.621	1.331	-1.679	-0.571	1.048	-0.287	0.292	-0.828	-1.358	-0.576	0.471	-1.376	-1.427	-0.584	-0.739
Ddia6719	HGI48_RS03770	HGI48_RS03770		myo-inosose-2 dehydratase	-0.620	-1.442	-0.571	-1.683	1.191	-0.209	-1.485	-1.753	-0.431	-1.428	-1.951	-1.718	-1.462	-0.153	-0.458	0.507	-0.974	-1.846	-0.919	-0.001	-2.494	-1.796	0.030	1.068	-1.733	-1.880	-0.799	-1.700	-2.759	-0.519	-0.948	-0.799	-0.087
Ddia6719	HGI48_RS03775	HGI48_RS03775		5-deoxy-glucuronate isomerase	-1.034	-0.491	0.073	-0.543	0.195	-1.155	1.398	-0.352	-0.983	-1.229	-0.304	-0.182	0.330	-0.177	-0.908	0.513	-1.839	-0.230	0.529	0.263	1.026	-0.574	-1.294	-0.683	-0.454	-1.463	-1.754	-1.441	-0.041	-0.623	-2.099	-1.574	0.212
Ddia6719	HGI48_RS03780	HGI48_RS03780		lytic murein transglycosylase B	-0.350	0.369	0.383	-0.388	0.074	0.348	0.081	-2.172	0.484	0.737	0.871	-0.107	-0.134	-0.410	-0.411	-1.188	0.432	-0.083	-0.017	1.867	0.404	1.287	-0.366	1.691	0.348	1.270	1.140	0.702	1.355	1.437	-0.358	1.766	1.551
Ddia6719	HGI48_RS03785	HGI48_RS03785		nucleoside recognition family protein	0.652	1.244	-0.033	0.529	-0.392	1.468	-1.286	0.963	0.323	-0.778	-1.478	0.312	-0.200	0.870	0.379	-0.019	-0.269	-0.209	-0.822	1.756	-3.198	1.090	0.550	0.252	-1.052	-0.557	0.380	0.447	1.346	-0.490	-0.648	1.020	-0.578
Ddia6719	HGI48_RS03790	HGI48_RS03790		helix-turn-helix domain-containing protein	-1.067	0.577	-0.561	-0.303	-0.296	0.060	-0.976	-0.327	-1.520	0.238	0.431	-0.384	0.003	-0.631	0.850	0.210	-0.508	-0.545	1.585	0.997	1.268	-0.860	0.180	-0.817	-0.709	-1.022	-0.427	-0.334	0.359	-0.213	-1.446	0.551	0.260
Ddia6719	HGI48_RS03795	HGI48_RS03795		4Fe-4S binding protein	1.076	2.234	1.418	1.463	0.125	-0.711	0.661	-1.207	0.298	0.823	1.952	0.629	2.260	-0.513	-0.664	3.158	0.797	1.953	-0.835	0.119	0.210	1.591	0.272	0.995	1.248	1.011	0.742	2.251	-0.450	2.066	-0.392	1.189	1.276
Ddia6719	HGI48_RS03800	HGI48_RS03800		dimethyl sulfoxide reductase anchor subunit	1.002	1.607	1.722	0.026	-0.136	-1.179	-0.591	-1.121	-0.229	-1.284	1.018	0.449	0.543	1.519	-0.158	1.245	0.647	-1.039	0.280	0.454	-0.306	-0.409	-0.502	0.322	2.208	1.611	1.287	0.058	0.897	0.690	1.032	0.885	2.751
Ddia6719	HGI48_RS03805	HGI48_RS03805		dimethylsulfoxide reductase subunit B	0.892	-0.051	-1.090	1.017	2.651	-1.227	-0.579	0.105	0.738	0.016	0.705	-0.196	-0.740	2.332	-1.069	2.201	1.883	-0.080	-0.079	-1.397	-0.319	1.092	-1.202	1.219	1.010	1.082	-0.630	2.236	-0.119	1.181	0.664	-1.531	1.361
Ddia6719	HGI48_RS03810	HGI48_RS03810		molybdopterin-dependent oxidoreductase	-0.023	-1.202	-0.759	1.777	-1.218	-0.363	-1.182	-0.398	-0.382	-1.787	-1.090	-0.989	-0.107	-0.427	-0.729	-0.588	-0.135	1.136	-0.705	0.218	-1.238	-0.590	-0.388	-1.777	-0.241	1.094	0.237	0.722	-0.894	0.083	-0.229	0.668	-0.798
Ddia6719	HGI48_RS03820	HGI48_RS03820		helix-turn-helix domain-containing protein	1.643	-0.741	2.073	1.952	-0.442	0.599	-0.888	0.710	1.241	-0.295	1.088	-0.659	0.671	-0.555	0.664	1.383	-0.015	0.408	0.858	-0.094	-0.664	0.452	0.590	0.482	0.504	0.877	1.204	0.356	0.009	2.450	1.511	-0.029	-1.861
Ddia6719	HGI48_RS03830	HGI48_RS03830		HlyD family efflux transporter periplasmic adaptor subunit	0.973	0.622	-0.238	0.351	-0.503	-0.945	0.712	-0.641	-0.727	-1.693	1.483	0.653	1.462	2.098	2.269	1.002	0.252	1.576	-0.097	0.243	-0.169	0.943	1.200	0.792	1.520	1.051	1.431	1.044	1.174	2.928	1.209	0.009	1.555
Ddia6719	HGI48_RS03835	HGI48_RS03835		MFS transporter	-1.111	0.317	0.527	0.359	-1.976	-0.101	-0.408	-2.418	-0.344	-1.671	-0.138	-1.137	-0.030	0.116	-2.158	0.238	0.502	-1.646	-0.787	0.425	-1.104	-1.295	0.194	-0.118	-1.443	-0.459	1.655	0.745	0.550	-1.328	-0.790	0.180	1.234
Ddia6719	HGI48_RS03845	HGI48_RS03845		LysR family transcriptional regulator	-0.203	0.534	-1.205	-1.117	-2.138	-1.467	-0.004	-0.239	-0.932	-0.490	-0.325	-1.788	-1.526	-0.122	-1.065	-1.097	0.468	-0.126	-1.017	-1.127	-1.823	1.259	-1.228	-0.956	-0.958	-1.790	0.655	-0.352	-0.610	-0.538	0.501	-0.062	-0.450
Ddia6719	HGI48_RS03850	HGI48_RS03850		transposase domain-containing protein	0.509	-1.197	0.043	-0.775	-2.001	-1.301	-2.065	0.473	1.079	1.526	0.595	-2.424	-1.571	-0.457	0.607	-1.627	1.907	1.307	-1.166	-0.927	0.018	1.439	-0.162	0.041	-0.941	-0.472	0.189	-2.121	-0.722	0.180	-0.706	-0.028	-0.912
Ddia6719	HGI48_RS03855	HGI48_RS03855		transposase	1.071	-1.319	0.570	-0.466	0.078	-0.070	0.383	0.112	0.881	0.839	-1.048	-1.332	-0.487	-0.273	0.782	0.680	-1.081	-0.164	0.570	-0.844	0.367	0.455	-0.167	-1.009	-1.081	0.809	-0.108	0.929	0.554	-0.505	0.010	-2.043	-0.776
Ddia6719	HGI48_RS03860	HGI48_RS03860		IS66 family insertion sequence element accessory protein TnpB	-1.218	1.692	0.219	0.518	-0.932	-1.008	0.856	-0.805	-1.752	0.954	-0.665	0.058	0.181	0.953	0.556	0.276	0.567	-0.409	-1.038	-0.294	0.347	0.390	-1.962	0.201	-0.601	0.195	-0.312	-2.249	0.417	-0.237	-0.953	0.320	1.977
Ddia6719	HGI48_RS03865	HGI48_RS03865		hypothetical protein	-0.549	-0.055	-1.046	2.482	2.572	0.562	0.816	1.844	-0.319	1.183	-1.113	1.023	1.139	0.733	1.251	-0.117	1.638	1.228	0.240	1.878	-0.580	0.707	0.419	0.421	-0.549	0.625	1.383	1.586	1.010	2.196	0.123	0.609	1.195
Ddia6719	HGI48_RS03870	HGI48_RS03870		DUF861 domain-containing protein	-0.315	1.238	1.396	0.053	-0.517	0.706	-0.707	0.866	-1.396	1.382	-0.991	0.715	-0.289	-0.907	-1.329	1.281	-1.111	1.060	-1.000	-1.016	1.856	1.048	-0.202	1.026	-0.481	1.807	-1.531	1.029	-1.732	0.566	0.365	0.116	0.614
Ddia6719	HGI48_RS03875	HGI48_RS03875		DUF2274 domain-containing protein	0.559	0.365	1.035	-0.376	-1.144	0.028	0.654	0.904	0.072	-0.501	0.354	0.464	-0.012	0.499	-0.802	-0.370	0.666	0.266	2.368	1.827	-0.311	0.756	-0.426	1.041	0.389	0.946	0.101	0.190	0.262	-0.350	0.084	0.118	-0.796
Ddia6719	HGI48_RS03880	HGI48_RS03880		TrbI/VirB10 family protein	0.337	-0.349	0.282	-0.125	0.236	0.119	-0.579	-1.420	0.405	0.561	-0.253	-0.957	-1.335	-1.476	-0.331	0.331	0.944	0.062	-0.760	-1.277	-0.219	-0.248	0.497	-0.128	-0.019	-2.457	-0.964	0.005	-0.685	1.042	-0.769	0.061	-0.137
Ddia6719	HGI48_RS03885	HGI48_RS03885		P-type conjugative transfer protein TrbG	0.771	-0.577	-0.283	0.031	0.756	0.748	0.491	0.263	1.689	-0.257	-0.097	-0.838	-0.012	0.335	-0.393	-0.134	-0.185	-0.168	-1.622	0.152	-0.753	-0.407	-0.788	-0.727	-2.136	-0.750	1.058	0.898	-1.101	1.227	-0.424	-0.712	0.534
Ddia6719	HGI48_RS03890	HGI48_RS03890		conjugal transfer protein TrbF	-0.522	0.796	0.294	-0.930	-0.732	2.260	-1.176	0.975	0.318	-1.111	-1.972	0.383	-0.945	0.249	-1.493	-0.648	0.567	-1.102	-0.704	0.604	-1.467	-1.989	0.276	-1.530	0.725	0.871	0.336	-1.155	-0.506	0.169	-1.141	1.224	0.417
Ddia6719	HGI48_RS03895	HGI48_RS03895		P-type conjugative transfer protein TrbL	-0.416	0.339	1.070	0.040	1.931	0.255	1.887	1.541	1.589	0.183	-1.917	-0.675	0.140	1.079	-1.917	-1.075	1.216	-0.486	0.815	0.477	0.132	-0.522	0.735	-0.698	0.124	-0.338	-0.806	-0.344	0.223	0.118	-0.367	0.510	-1.087
Ddia6719	HGI48_RS03900	HGI48_RS03900		hypothetical protein	-2.381	-1.381	-2.098	-1.023	-0.450	-0.683	-0.659	-1.921	1.479	-0.121	-1.717	-0.012	0.198	0.237	-0.533	-2.212	0.029	0.388	-1.016	0.005	0.046	-3.434	-0.527	0.411	0.015	0.082	-1.100	0.244	0.553	0.073	-2.408	-1.120	-0.725
Ddia6719	HGI48_RS03910	HGI48_RS03910		conjugal transfer protein TrbE	-0.490	-0.589	-1.364	-0.939	-1.235	-1.119	0.637	0.190	-1.201	-0.598	-1.440	-1.674	-0.621	-1.656	-2.147	-0.226	-0.921	-1.917	-2.830	-1.359	-0.855	-0.227	0.341	-1.678	-0.860	-0.771	-0.680	-0.986	-0.940	-1.296	-2.022	-0.608	-1.027
Ddia6719	HGI48_RS03920	HGI48_RS03920		TrbC/VIRB2 family protein	0.534	-0.196	-0.156	-0.158	-0.094	-0.491	0.788	1.094	1.006	0.472	0.776	0.106	0.506	0.684	-1.546	-1.075	0.364	1.277	0.788	1.335	-0.328	-0.436	0.046	0.147	-0.939	1.207	1.237	-0.590	-1.141	-0.182	-0.233	0.565	-1.022
Ddia6719	HGI48_RS03925	HGI48_RS03925		P-type conjugative transfer ATPase TrbB	0.261	0.039	1.661	-1.183	0.489	-0.463	1.237	-0.637	0.388	-0.260	1.297	0.998	1.970	-0.186	1.024	-0.046	-0.176	-0.611	-1.009	0.381	-0.391	-0.194	0.497	0.091	0.377	-1.457	-1.356	-0.442	0.267	-0.670	1.370	1.255	-0.540
Ddia6719	HGI48_RS03935	HGI48_RS03935		conjugal transfer protein TraG	0.691	-1.184	1.296	0.270	0.291	-0.066	1.142	0.136	1.265	0.457	-3.881	-0.917	0.142	-1.383	-1.027	1.658	0.551	0.011	-0.207	-0.905	0.826	-0.757	-0.233	-0.233	-0.615	0.522	-0.040	0.212	0.495	0.701	-0.745	0.484	-1.269
Ddia6719	HGI48_RS03940	HGI48_RS03940		EexN family lipoprotein	0.602	-0.741	-0.213	1.025	-0.097	0.998	-0.464	-0.341	0.929	0.678	-0.754	-0.687	-0.229	-0.872	0.815	-0.359	1.820	-0.527	1.677	0.605	-0.845	-0.271	0.034	-0.463	0.742	0.526	-0.240	-1.199	-0.574	-0.916	-1.207	-2.091	-1.512
Ddia6719	HGI48_RS03945	HGI48_RS03945		LysR family transcriptional regulator	-0.687	0.389	1.223	1.235	0.717	2.547	0.126	0.097	-0.782	-0.139	0.569	0.849	0.856	0.370	-1.021	-0.353	0.874	0.202	-1.710	0.045	0.322	0.855	-0.408	-0.507	1.019	-1.046	-0.736	0.462	0.865	-1.202	1.319	-0.675	-1.229
Ddia6719	HGI48_RS03950	HGI48_RS03950		DUF2867 domain-containing protein	-1.651	-0.617	-1.267	-1.029	-1.728	0.588	0.842	-1.015	-0.261	-0.387	-1.140	-0.318	-1.008	-1.093	0.672	-0.484	1.348	-0.609	-2.949	-0.275	-0.186	-0.766	-0.795	0.123	-1.185	0.064	0.212	0.797	0.213	-0.877	-0.287	0.671	-1.285
Ddia6719	HGI48_RS03955	HGI48_RS03955		arginase family protein	-0.595	-1.041	-0.248	-0.542	-1.614	-0.926	-1.041	-2.266	0.445	0.933	-1.735	-1.498	-0.164	-2.036	-0.303	-0.478	1.737	0.453	-0.851	-1.080	0.112	0.243	1.102	-0.596	-1.617	-0.262	0.285	0.077	0.400	-0.480	-0.515	-0.077	-1.120
Ddia6719	HGI48_RS03960	HGI48_RS03960		alkene reductase	-1.618	0.814	-0.107	-0.510	1.275	0.864	-0.259	1.493	1.364	0.246	1.058	0.401	0.488	-0.068	-0.257	-0.355	2.179	0.496	0.014	1.648	-0.063	0.487	0.915	-0.925	0.028	-1.072	1.009	-0.724	-0.704	-1.365	1.212	-0.854	-1.263
Ddia6719	HGI48_RS03965	HGI48_RS03965		MFS transporter	-0.615	1.302	0.471	0.992	0.225	1.270	-0.155	0.595	-0.094	-0.633	-0.819	-0.146	0.034	0.860	0.886	-0.280	0.782	0.361	-0.228	2.029	-0.915	0.212	-0.502	-1.494	0.636	-0.036	1.931	-0.459	0.606	0.436	-0.989	-0.757	0.975
Ddia6719	HGI48_RS03970	HGI48_RS03970		zinc-binding alcohol dehydrogenase family protein	-0.045	-0.772	-1.445	0.237	-0.348	0.178	0.562	-0.899	-0.576	0.359	1.013	1.533	0.458	-0.853	-0.627	-1.035	-1.294	0.931	-0.248	1.770	-1.239	-0.376	-1.034	0.718	-0.126	-1.308	-0.553	-1.501	-0.453	-1.343	1.668	-2.135	0.795
Ddia6719	HGI48_RS03975	HGI48_RS03975		LysR family transcriptional regulator	0.496	0.551	0.214	0.362	-0.315	0.719	-0.420	-0.091	-1.097	-1.869	-0.406	-0.357	-0.292	-0.296	0.264	-1.127	-0.576	0.412	-1.332	-0.397	0.474	-1.253	0.924	-0.015	0.484	0.827	-0.159	0.402	0.274	1.532	0.369	-0.017	-0.732
Ddia6719	HGI48_RS03980	HGI48_RS03980		nuclear transport factor 2 family protein	-0.241	-0.979	-0.077	-0.826	-1.376	-0.120	-0.488	0.426	-0.257	-0.375	-1.443	-0.865	0.412	-1.009	-0.222	-0.376	-0.437	0.910	-2.568	0.356	-0.606	-0.359	-2.687	-0.172	-1.327	-1.146	-0.690	-1.290	-1.338	-0.023	-0.607	-0.311	-0.616
Ddia6719	HGI48_RS03985	HGI48_RS03985		SDR family NAD(P)-dependent oxidoreductase	-0.097	-0.310	0.389	0.933	0.834	-1.305	-0.976	-0.601	-2.051	-0.766	0.141	0.075	1.653	-1.516	-0.196	-1.330	-1.731	-1.515	-0.623	-3.645	-0.074	-1.131	-0.354	0.584	-0.435	0.356	0.255	-0.006	0.211	-1.916	0.506	-2.162	-2.329
Ddia6719	HGI48_RS03990	HGI48_RS03990		pirin family protein	-0.247	0.702	0.326	-0.771	-1.140	-1.432	-1.977	-0.455	-1.341	-1.977	-1.148	-0.944	-2.438	-2.236	-1.200	-1.243	-1.708	-0.022	0.205	-2.181	1.824	-1.368	-0.539	-1.843	-2.612	-1.321	0.008	-0.753	-2.127	-0.680	-1.289	-0.128	0.138
Ddia6719	HGI48_RS03995	HGI48_RS03995		pirin family protein	-1.109	-0.015	-0.041	0.138	-0.619	0.967	-0.577	0.733	-0.302	1.194	0.852	-0.138	0.850	-0.790	-0.022	0.037	-0.361	-2.218	0.518	1.357	-1.555	-0.697	-0.839	-0.892	-0.034	-1.887	0.080	-0.192	-1.375	0.729	-0.682	-0.125	-1.256
Ddia6719	HGI48_RS04005	HGI48_RS04005		FMN-dependent NADH-azoreductase	0.216	-0.079	-0.233	-2.300	0.135	0.044	0.163	-0.064	0.732	-0.956	-0.340	-0.352	-1.289	-0.318	-1.554	-0.718	-1.307	-0.497	-0.946	0.018	-1.597	0.136	-0.562	0.343	-4.075	-0.102	-0.905	0.071	0.064	-0.538	-1.578	-1.075	-0.409
Ddia6719	HGI48_RS04010	HGI48_RS04010		helix-turn-helix transcriptional regulator	0.667	-0.810	0.079	-0.226	-1.623	0.157	-0.755	0.977	-0.857	-1.845	-2.699	-1.525	-1.027	-1.748	-1.965	-1.623	1.090	-1.172	-0.439	1.182	0.501	-1.715	-0.322	0.596	0.579	-1.277	0.537	-2.239	-0.589	-0.264	0.867	-0.468	-1.263
Ddia6719	HGI48_RS04015	HGI48_RS04015		relaxase/mobilization nuclease and DUF3363 domain-containing protein	0.051	-0.211	-1.009	0.679	0.533	1.376	1.003	0.410	0.947	1.635	1.319	-0.528	-0.285	0.186	-0.435	-2.346	1.433	1.386	1.303	1.055	1.854	-0.606	1.934	-0.233	-0.292	-0.243	-1.207	0.395	-0.682	-0.366	-2.258	-0.792	0.394
Ddia6719	HGI48_RS04020	HGI48_RS04020		S26 family signal peptidase	-1.967	-1.347	-0.422	-0.613	-0.486	-1.434	0.341	0.801	0.581	-0.221	-1.367	0.236	-2.534	-3.620	-2.671	0.156	-0.441	0.505	1.563	-1.440	-0.825	-0.376	-0.390	-1.318	0.275	-1.319	0.086	-1.253	-1.256	0.235	0.737	0.467	-1.795
Ddia6719	HGI48_RS04025	HGI48_RS04025		DUF2840 domain-containing protein	0.043	0.228	0.131	-0.717	0.166	0.648	-0.566	0.791	-0.785	0.983	-0.318	0.219	-1.650	-1.577	-0.772	0.217	-1.347	-0.983	-1.730	-2.377	-0.683	-0.030	-0.702	0.388	-1.441	-0.481	-0.414	0.661	0.069	-1.757	-0.287	-0.524	0.136
Ddia6719	HGI48_RS04040	HGI48_RS04040		replication initiator protein A	-0.212	0.329	0.342	-0.170	-0.956	-0.143	-0.033	0.515	-0.091	0.378	-1.024	-0.498	-0.760	0.807	-0.606	-0.767	-0.875	0.532	-0.203	-0.373	1.171	1.429	0.457	2.111	-2.046	0.826	0.263	0.392	-0.856	-0.658	-0.119	1.127	0.108
Ddia6719	HGI48_RS04045	HGI48_RS04045		helix-turn-helix domain-containing protein	-0.029	-0.429	0.867	-0.152	0.043	-0.990	0.827	-0.650	1.169	0.034	-0.669	-2.100	-0.666	0.387	0.152	-0.021	-0.945	0.300	-0.174	1.756	-0.969	0.790	1.316	0.131	0.189	0.080	-1.908	-1.657	0.322	1.321	0.274	-0.682	-0.154
Ddia6719	HGI48_RS04050	HGI48_RS04050		DUF2285 domain-containing protein	1.247	1.225	0.038	-0.239	1.280	1.414	1.246	0.268	1.782	1.448	0.299	0.679	1.484	0.660	-0.399	-0.075	0.726	-0.827	-1.363	-0.548	0.677	-0.299	-0.301	-0.165	-0.258	1.115	0.200	1.386	-0.888	0.303	-0.310	0.361	0.378
Ddia6719	HGI48_RS04060	HGI48_RS04060		helix-turn-helix transcriptional regulator	0.864	1.280	0.431	1.016	-0.019	0.558	0.192	0.287	0.503	0.647	0.675	-0.806	0.586	1.778	2.022	-0.166	0.733	-0.547	-0.589	0.901	-0.668	0.830	1.929	1.292	0.512	-0.743	0.605	0.214	-0.473	-0.216	0.608	0.853	1.412
Ddia6719	HGI48_RS04065	HGI48_RS04065		DUF736 domain-containing protein	0.049	0.563	-0.111	-1.344	-0.330	-0.121	-0.732	1.369	0.032	0.694	-0.921	1.092	0.500	0.974	1.889	0.411	-0.090	0.839	-0.796	-0.895	-0.722	0.568	0.073	-1.082	-0.385	-0.472	0.202	1.353	1.071	0.818	1.061	-0.606	0.155
Ddia6719	HGI48_RS04070	HGI48_RS04070		ParB N-terminal domain-containing protein	0.171	1.112	-1.203	0.392	-0.018	1.680	-0.823	-0.344	0.007	2.086	-0.710	0.144	1.707	1.064	1.071	-0.802	-0.983	2.110	-1.005	0.945	2.039	1.944	-0.465	-0.022	-0.708	0.915	-0.648	-0.076	-0.615	0.629	-0.598	1.312	1.182
Ddia6719	HGI48_RS04075	HGI48_RS04075		DUF945 domain-containing protein	-0.973	-0.044	-0.445	-1.178	0.367	0.884	1.180	-0.723	0.363	-0.396	-0.837	-1.098	-1.002	-1.211	-0.639	-1.891	0.673	-2.041	-2.186	1.124	0.461	-1.193	-0.584	-0.570	-1.810	0.090	-0.550	0.818	-0.574	-1.584	-2.060	-2.428	-0.110
Ddia6719	HGI48_RS04080	HGI48_RS04080		type II toxin-antitoxin system RelB/DinJ family antitoxin	-0.356	0.441	0.149	0.585	-0.594	-1.128	-1.325	-0.195	0.634	-0.005	-0.161	0.990	-0.697	0.779	1.293	-0.043	0.178	0.837	-0.791	-0.385	0.016	0.289	0.131	-0.272	-0.785	-0.021	0.254	0.967	-0.611	0.060	-0.426	0.677	-0.258
Ddia6719	HGI48_RS04085	HGI48_RS04085		hypothetical protein	0.302	-1.112	-0.728	0.718	-0.887	-0.327	0.169	-1.080	-0.509	-0.842	-1.781	-1.111	-2.443	0.105	-1.207	-0.668	-0.311	-1.543	-0.701	-0.448	1.147	-1.012	-0.848	-0.093	-0.929	-0.969	-0.021	-0.217	-0.773	0.378	-1.765	0.020	-1.086
Ddia6719	HGI48_RS04090	HGI48_RS04090		hypothetical protein	-0.800	-0.936	0.160	-1.857	0.158	0.007	-0.504	0.157	0.410	0.558	-0.669	0.741	0.126	-0.680	0.012	-0.595	-0.534	-2.432	-1.641	1.385	-1.026	-1.242	0.081	0.708	-1.244	-0.368	-0.198	-1.940	-1.082	-0.092	-1.100	-0.850	-3.299
Ddia6719	HGI48_RS04095	HGI48_RS04095		DUF2326 domain-containing protein	0.823	-0.491	0.032	-0.389	-0.231	-1.303	-2.275	-0.094	-0.603	0.318	-1.433	0.382	-0.103	-0.101	0.089	0.438	-1.512	0.816	-1.166	-1.395	0.457	-0.485	-0.585	-0.204	-0.392	0.845	-1.051	-0.318	-1.064	-0.796	-1.031	-0.825	-0.039
Ddia6719	HGI48_RS04100	HGI48_RS04100		hypothetical protein	0.667	0.131	1.778	0.424	-0.491	-1.029	0.548	0.499	0.674	0.258	-0.126	0.137	0.412	0.894	-0.172	0.110	-1.107	0.644	0.189	-0.698	2.678	0.656	-0.167	0.381	0.512	1.710	0.616	-0.202	1.047	-0.600	0.459	0.497	-0.016
Ddia6719	HGI48_RS04110	HGI48_RS04110		AAA family ATPase	0.198	-0.599	-0.438	-0.395	-0.070	-0.054	-1.038	-0.327	1.340	-1.124	-1.449	-0.941	-0.831	0.014	-0.403	-0.058	-0.054	-0.066	-1.951	-0.902	-0.526	-0.925	1.706	0.001	-0.218	-0.738	-1.374	0.208	-0.632	-0.199	-1.431	-0.703	-0.805
Ddia6719	HGI48_RS04115	HGI48_RS04115		ATP-dependent helicase	-0.483	0.275	1.255	0.808	-0.513	0.307	-1.867	1.636	2.257	-1.243	0.098	-0.236	-1.060	-0.427	-0.610	-0.135	1.507	0.354	-0.870	-0.623	0.246	0.990	1.360	-0.022	0.248	1.259	0.439	-0.077	0.249	1.699	-0.866	1.366	-1.343
Ddia6719	HGI48_RS04120	HGI48_RS04120		DUF1016 family protein	0.435	-0.024	0.173	-0.304	0.081	-0.002	-0.009	-0.454	1.275	1.739	0.815	-0.906	0.940	1.310	-0.160	-1.487	-0.173	0.066	-0.539	0.660	-1.118	-0.499	-0.431	-0.443	-2.045	1.034	1.043	-0.714	-0.559	0.608	0.254	1.329	-1.180
Ddia6719	HGI48_RS04125	HGI48_RS04125		tyrosine-type recombinase/integrase	0.017	0.212	0.435	1.390	-0.261	0.772	-0.884	0.664	0.370	-0.391	0.952	-1.068	2.131	0.601	-1.567	-1.959	1.171	1.412	0.160	1.447	1.254	0.564	3.045	-0.408	0.457	-1.542	-0.011	1.568	0.265	-0.059	1.054	0.928	1.179
Ddia6719	HGI48_RS04130	HGI48_RS04130		transposase	-1.699	0.907	-0.077	-0.050	-0.923	1.288	-0.957	0.218	0.456	0.767	0.968	-1.178	1.308	-0.089	1.828	1.325	0.058	0.572	0.428	2.260	3.018	0.156	0.960	1.467	0.801	-0.262	1.058	0.682	0.035	-0.787	-0.838	-0.872	-0.161
Ddia6719	HGI48_RS04135	HGI48_RS04135		carboxymuconolactone decarboxylase family protein	-1.816	-2.255	-0.379	-1.057	0.517	-0.301	1.022	-0.453	1.498	1.217	1.651	0.949	1.208	1.168	1.861	0.089	1.114	1.202	3.132	1.127	1.784	1.250	1.543	2.123	1.271	1.408	1.564	2.070	1.243	1.562	0.948	2.037	2.215
Ddia6719	HGI48_RS04150	HGI48_RS04150		alkene reductase	-0.035	-1.016	-1.982	-1.437	-1.203	-1.219	-1.540	-2.405	-1.551	-0.719	-1.818	-1.326	-1.054	-0.874	-0.987	0.295	-0.658	0.039	-1.892	0.828	-1.157	-0.755	-0.038	-1.177	-0.163	0.552	-1.400	-0.107	-1.480	-1.220	-0.163	-0.647	1.016
Ddia6719	HGI48_RS04155	HGI48_RS04155		TetR family transcriptional regulator	-0.951	-0.482	-1.133	-0.278	0.891	0.654	-0.451	-0.649	0.985	0.895	0.247	0.892	-0.114	1.435	0.727	0.511	-0.997	0.189	-2.476	-0.068	-0.239	-0.455	0.598	-0.006	0.049	-0.049	-0.210	0.327	-0.160	-0.080	-0.334	0.371	-0.048
