OG_id	essentiality_class	pct_core	n_genes	n_organisms	n_essential_organisms	frac_essential	rep_gene	rep_desc
OG00064	never_essential	94.11764705882352	17	16	0	0.0	eutB	ethanolamine ammonia-lyase subunit EutB
OG00065	variably_essential	80.0	5	5	2	0.3333333333333333		centriolin protein
OG00066	variably_essential	37.5	8	8	2	0.1666666666666666	higB	plasmid maintenance system killer
OG00067	variably_essential	83.52941176470588	255	31	7	0.2	tsr	putative methyl-accepting chemotaxis sensory transducer (RefSeq)
OG00068	universally_essential	100.0	35	35	45	1.0	lpxB	lipid-A-disaccharide synthase
OG00069	universally_essential	88.23529411764706	34	34	42	1.0	glyS	glycine--tRNA ligase subunit beta
OG00070	variably_essential	94.18604651162791	86	38	12	0.2608695652173913	phb	protease FtsH subunit HflC
OG00071	variably_essential	91.37931034482759	348	40	10	0.217391304347826	cysA-1	putative spermidine/putrescine transport system ATP-binding protein
OG00072	variably_essential	95.23809523809523	63	34	4	0.1081081081081081	futB	binding-protein-dependent transport systems inner membrane component (RefSeq)
OG00073	never_essential	100.0	2	2	0	0.0		ABC transporter permease
OG00074	variably_essential	87.93503480278422	431	39	5	0.1162790697674418	gltI	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain
OG00075	variably_essential	84.24015009380864	533	41	23	0.4791666666666667	ycfQ	putative TetR/AcrR family transcriptional regulatory protein
OG00076	variably_essential	82.14285714285714	56	26	2	0.064516129032258		2-hydroxychromene-2-carboxylate isomerase family protein, glutathione-dependent
OG00077	variably_essential	92.85714285714286	14	12	2	0.1666666666666666		Asp/Glu racemase
OG00078	variably_essential	100.0	17	10	1	0.0909090909090909		Cytochrome c553
OG00079	variably_essential	93.9622641509434	265	41	11	0.2291666666666666	yieH	fructose-1-phosphate/6-phosphogluconate phosphatase
OG00080	never_essential	100.0	4	4	0	0.0		putative N-acetyltransferase
OG00081	never_essential	66.66666666666666	6	5	0	0.0		enoyl-CoA hydratase
OG00082	variably_essential	92.1875	64	37	21	0.4565217391304347	relA	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
OG00083	never_essential	93.33333333333333	15	14	0	0.0		conserved exported protein of unknown function
OG00084	variably_essential	77.77777777777779	9	9	2	0.2222222222222222		Superfamily II DNA and RNA helicase
OG00085	variably_essential	90.2439024390244	41	33	6	0.1621621621621621	cinA	ompetence-damaged protein
OG00086	never_essential	100.0	2	2	0	0.0		cytochrome protein
OG00087	variably_essential	100.0	9	9	6	0.5454545454545454		Protein of unknown function (DUF3579).
OG00088	never_essential	86.95652173913044	23	17	0	0.0		nitrate ABC transporter substrate-binding protein
OG00089	variably_essential	95.74468085106383	47	31	14	0.3783783783783784	cpdA	3',5'-cyclic AMP phosphodiesterase CpdA
OG00090	variably_essential	96.7741935483871	31	27	12	0.3636363636363636		DNA-binding response regulator (NCBI ptt file)
OG00091	variably_essential	97.67441860465115	43	30	4	0.1081081081081081	ypfH	carboxylesterase
OG00092	universally_essential	96.7741935483871	31	31	42	1.0	rpl29	50S ribosomal protein L29
OG00093	variably_essential	91.35802469135803	243	33	2	0.0555555555555555	livK	branched-chain amino acid ABC transporter substrate-binding protein
OG00094	variably_essential	100.0	38	38	24	0.5217391304347826	argB	acetylglutamate kinase (RefSeq)
OG00095	never_essential	96.66666666666667	30	30	0	0.0		4-hydroxyphenylpyruvate dioxygenase (RefSeq)
OG00096	universally_essential	93.93939393939394	33	33	46	1.0	rplM	ribosomal protein L13 (RefSeq)
OG00097	never_essential	100.0	2	2	0	0.0		ribonuclease III (NCBI ptt file)
OG00098	variably_essential	90.80459770114942	174	37	1	0.0227272727272727	ybhG	p-hydroxybenzoic acid efflux pump subunit AaeA
OG00099	variably_essential	84.92462311557789	398	42	7	0.1458333333333333	ydhP	MFS transporter
OG00100	never_essential	94.11764705882352	17	17	0	0.0		Predicted proteasome-type protease
OG00101	variably_essential	90.55793991416309	233	38	14	0.3111111111111111	ntrX	sigma-54-dependent Fis family transcriptional regulator
OG00102	variably_essential	72.11538461538461	208	40	16	0.3478260869565217	rfbW	glycosyl transferase
OG00103	never_essential	100.0	10	10	0	0.0		HAMP domain protein (TIGR)
OG00104	never_essential	100.0	5	5	0	0.0		membrane protein
OG00105	never_essential	72.72727272727273	33	17	0	0.0	feaR	AraC family transcriptional regulator
OG00106	never_essential	0.0	9	7	0	0.0		PGAP1-like protein
OG00107	variably_essential	100.0	16	16	4	0.2352941176470588	paaD	phenylacetic acid degradation protein
OG00108	variably_essential	94.28571428571428	35	35	40	0.9090909090909092	accB	acetyl-CoA carboxylase biotin carboxyl carrier protein
OG00109	never_essential	95.83333333333334	24	24	0	0.0		Thioredoxin reductase (EC 1.8.1.9)
OG00110	variably_essential	93.33333333333333	15	15	12	0.7058823529411765		ATP-dependent exonuclease
OG00111	variably_essential	87.87878787878788	33	32	23	0.575	gmhB	histidinol-phosphate phosphatase family protein
OG00112	variably_essential	90.20979020979021	143	31	14	0.4117647058823529	livG	Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1)
OG00113	variably_essential	100.0	4	4	1	0.2		Protein of unknown function (DUF2905)
OG00114	variably_essential	96.0	25	25	5	0.1785714285714285	pstC-2	phosphate ABC transporter, permease protein, putative (TIGR)
OG00115	never_essential	94.20289855072464	69	37	0	0.0	uraA	xanthine permease
OG00116	variably_essential	95.34883720930233	43	38	3	0.0652173913043478	ylmE	YggS family pyridoxal phosphate enzyme
OG00117	never_essential	100.0	11	11	0	0.0		chemotaxis protein
OG00118	universally_essential	86.8421052631579	38	33	45	1.0	yaeT	outer membrane protein assembly factor BamA
OG00119	variably_essential	93.75	48	27	3	0.0967741935483871	yfiK	Transporter, LysE family
OG00120	variably_essential	100.0	41	41	1	0.0208333333333333	uvrA	excinuclease ABC subunit UvrA
OG00121	variably_essential	97.22222222222221	36	36	45	0.9782608695652174	tyrS	tyrosyl-tRNA synthetase (EC 6.1.1.1)
OG00122	variably_essential	100.0	32	29	20	0.5405405405405406	fumA	Fumarate hydratase class I, aerobic (EC 4.2.1.2)
OG00123	never_essential	100.0	12	12	0	0.0	flhC	flagellar transcriptional regulator FlhC
OG00124	variably_essential	84.375	32	27	36	0.9473684210526316	nrdB	ribonucleotide-diphosphate reductase subunit beta
OG00125	never_essential	100.0	29	29	0	0.0	fliM	flagellar motor switch protein FliM
OG00126	never_essential	100.0	1	1	0	0.0		hypothetical protein
OG00127	never_essential	100.0	20	20	0	0.0	mdoH	Glucans biosynthesis glucosyltransferase H (EC 2.4.1.-)
OG00128	variably_essential	81.09452736318407	402	38	11	0.2444444444444444	tolC	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
OG00129	variably_essential	93.93939393939394	66	36	1	0.0238095238095238	cheR-2	Chemotaxis protein methyltransferase CheR (EC 2.1.1.80)
OG00130	variably_essential	84.61538461538461	52	30	1	0.0285714285714285	wrbA	NAD(P)H:quinone oxidoreductase
OG00131	variably_essential	100.0	33	31	20	0.5405405405405406	mdh	malate dehydrogenase
OG00132	variably_essential	85.71428571428571	126	32	2	0.0571428571428571	livM	branched-chain amino acid ABC transporter permease
OG00133	never_essential	71.42857142857143	7	7	0	0.0		conserved protein of unknown function
OG00134	never_essential	88.67924528301887	53	28	0	0.0		choline dehydrogenase
OG00135	variably_essential	86.30573248407643	314	39	21	0.4666666666666667	narP	transcriptional regulator (NCBI ptt file)
OG00136	never_essential	88.13559322033898	59	31	0	0.0	mshG	general secretion pathway protein F (RefSeq)
OG00137	never_essential	69.6969696969697	33	18	0	0.0		FIG005548: transport protein
OG00138	never_essential	70.0	10	10	0	0.0		DUF4810 domain-containing protein
OG00139	never_essential	50.0	2	2	0	0.0		Phosphopantetheine attachment site
OG00140	never_essential	25.0	4	4	0	0.0		peptidoglycan bridge formation protein FemAB
OG00141	never_essential	100.0	12	11	0	0.0		membrane protein
OG00142	variably_essential	91.66666666666666	12	8	2	0.2222222222222222		flagellar assembly protein FliT
OG00143	universally_essential	83.3805476864967	1059	40	46	1.0	ybbO	beta-ketoacyl-ACP reductase
OG00144	variably_essential	97.36842105263158	38	33	12	0.3157894736842105	trpC	indole-3-glycerol phosphate synthase
OG00145	never_essential	100.0	1	1	0	0.0		hypothetical protein
OG00146	variably_essential	85.71428571428571	91	37	42	0.9545454545454546	sucB	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
OG00147	variably_essential	91.30434782608695	23	23	1	0.0357142857142857	phhA	phenylalanine 4-monooxygenase (RefSeq)
OG00148	variably_essential	86.62420382165605	157	31	4	0.1142857142857142	yidZ	Transcriptional regulator, LysR family
OG00149	never_essential	96.7741935483871	31	28	0	0.0		Protein of unknown function DUF404:Protein of unknown function DUF407
OG00150	variably_essential	0.0	4	4	2	0.2857142857142857		serine acetyltransferase
OG00151	variably_essential	89.13525498891353	451	43	45	0.9375	lolD	amino acid ABC transporter ATP-binding protein
OG00152	never_essential	100.0	2	2	0	0.0		ABC transporter ATP-binding protein
OG00153	variably_essential	94.11764705882352	17	17	1	0.0454545454545454		peroxiredoxin
OG00154	variably_essential	85.71428571428571	7	7	1	0.125		Stress responsive alpha-beta barrel domain protein (RefSeq)
OG00155	variably_essential	100.0	23	23	4	0.1379310344827586	fliJ	flagellar protein FliJ (NCBI ptt file)
OG00156	variably_essential	90.03690036900369	271	40	20	0.4444444444444444	lrp	AsnC family transcriptional regulator
OG00157	never_essential	100.0	4	3	0	0.0		transporter
OG00158	variably_essential	93.84615384615384	65	31	2	0.0588235294117647	pqqE	Predicted Zn-dependent peptidases
OG00159	variably_essential	88.88888888888889	9	8	8	0.8		Cell division and transport-associated protein TolA
OG00160	variably_essential	96.15384615384616	26	21	21	0.8076923076923077	ndhH	NADH dehydrogenase
OG00161	variably_essential	96.875	32	29	4	0.1212121212121212		Sensor histidine kinase PrrB (RegB) (EC 2.7.3.-)
OG00162	never_essential	96.36363636363636	55	34	0	0.0	yicO	NCS2 family permease
OG00163	variably_essential	89.65517241379311	29	29	19	0.5428571428571428	purL	phosphoribosylformylglycinamidine synthase
OG00164	variably_essential	100.0	30	30	25	0.5434782608695652	ruvA	Holliday junction DNA helicase subunit RuvA
OG00165	variably_essential	90.47619047619048	84	38	5	0.1136363636363636	tdcB	1-aminocyclopropane-1-carboxylate deaminase
OG00166	variably_essential	100.0	24	24	2	0.064516129032258	yafJ	glutamine amidotransferase
OG00167	variably_essential	100.0	35	35	36	0.8	rimP	UPF0090 protein YhbC
OG00168	variably_essential	88.46153846153845	52	32	3	0.0769230769230769	lytR	Two-component response regulator AlgR
OG00169	never_essential	0.0	2	2	0	0.0		DNA helicase
OG00170	variably_essential	100.0	32	32	15	0.3409090909090909	thiG	thiazole-phosphate synthase
OG00171	variably_essential	100.0	47	32	2	0.054054054054054	vacJ	VacJ-like lipoprotein precursor
OG00172	variably_essential	85.40145985401459	137	32	6	0.1714285714285714	natD	integral membrane protein of the ABC-type Nat permease for neutral amino acids NatD
OG00173	variably_essential	100.0	29	29	4	0.125	hemY	Uncharacterized protein EC-HemY, likely associated with heme metabolism based on gene clustering with hemC, hemD in Proteobacteria (unrelated to HemY-type PPO in GramPositives)
OG00174	variably_essential	86.29441624365482	197	33	9	0.25	allR	IclR family transcriptional regulator
OG00175	never_essential	100.0	6	6	0	0.0		membrane protein
OG00176	variably_essential	85.71428571428571	42	28	12	0.3333333333333333	mvaB	hydroxymethylglutaryl-CoA lyase
OG00177	never_essential	100.0	15	14	0	0.0		acyl-CoA transferase
OG00178	variably_essential	100.0	24	24	8	0.2666666666666666		Heavy-metal-associated domain (N-terminus) and membrane-bounded cytochrome biogenesis cycZ-like domain, possible membrane copper tolerance protein
OG00179	variably_essential	100.0	6	6	1	0.1428571428571428		DUF2848 domain-containing protein
OG00180	variably_essential	94.39252336448598	107	32	6	0.1714285714285714	yfhH	Phosphogluconate repressor HexR, RpiR family
OG00181	variably_essential	100.0	36	28	3	0.0857142857142857	dinG	ATP-dependent DNA helicase DinG
OG00182	never_essential	100.0	8	8	0	0.0		transmembrane protein
OG00183	variably_essential	92.6829268292683	41	39	45	0.9375	cysS	cysteinyl-tRNA synthetase
OG00184	never_essential	100.0	2	2	0	0.0		alpha/beta hydrolase
OG00185	variably_essential	96.66666666666667	30	29	17	0.4473684210526316	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family
OG00186	never_essential	93.33333333333333	30	26	0	0.0		Zn-dependent hydrolase of the beta-lactamase fold (RefSeq)
OG00187	never_essential	100.0	4	4	0	0.0		ABC transporter substrate-binding protein
OG00188	variably_essential	84.8	125	33	1	0.0263157894736842	caiB	CaiB/baiF CoA-transferase
OG00189	variably_essential	86.52037617554859	319	38	14	0.3181818181818182	puuB	Opine oxidase subunit B
OG00190	never_essential	100.0	7	7	0	0.0		ABC transporter substrate-binding protein
OG00191	never_essential	92.85714285714286	14	14	0	0.0		ABC-type uncharacterized transport system, auxiliary component
OG00192	variably_essential	84.0	250	36	5	0.119047619047619	ydiP	transcriptional regulator, AraC family
OG00193	variably_essential	100.0	37	37	7	0.1590909090909091	yhhF	ribosomal RNA small subunit methyltransferase D
OG00194	variably_essential	86.19402985074626	536	39	17	0.3863636363636363	bioH	hydrolase, alpha/beta fold family
OG00195	variably_essential	95.65217391304348	69	37	19	0.4130434782608695	cysH	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)
OG00196	variably_essential	91.66666666666666	24	24	3	0.1071428571428571	metH	methionine synthase
OG00197	never_essential	96.875	32	32	0	0.0	yedZ	Predicted membrane protein
OG00198	variably_essential	100.0	3	3	1	0.3333333333333333		response regulator receiver protein
OG00199	never_essential	100.0	23	23	0	0.0		DNA repair photolyase
OG00200	variably_essential	100.0	30	29	3	0.0857142857142857	mltA	probable membrane-bound lytic transglycosylase A
OG00201	variably_essential	100.0	65	36	16	0.3809523809523809	fkbP-2	peptidylprolyl isomerase
OG00202	variably_essential	90.9090909090909	22	22	2	0.0833333333333333	b0965	CoA-binding protein
OG00203	variably_essential	94.11764705882352	17	15	2	0.0909090909090909	ybdZ	antibiotic synthesis protein MbtH
OG00204	never_essential	100.0	11	11	0	0.0		5'-nucleotidase
OG00205	variably_essential	95.83333333333334	24	24	27	0.7941176470588235	thiS	thiamine biosynthesis protein ThiS
OG00206	never_essential	91.66666666666666	12	10	0	0.0	b1012	pyrimidine utilization protein A
OG00207	never_essential	75.0	4	4	0	0.0		nucleoside ABC transporter membrane protein
OG00208	variably_essential	85.36585365853658	41	30	20	0.5714285714285714	aceE	pyruvate dehydrogenase complex, E1 component, pyruvate dehydrogenase (NCBI ptt file)
OG00209	variably_essential	94.73684210526315	57	33	11	0.275	ctaE	Alternative cytochrome c oxidase polypeptide CoxO (EC 1.9.3.1)
OG00210	variably_essential	71.7948717948718	39	27	2	0.0606060606060606	asnB	asparagine synthase (glutamine-hydrolysing)
OG00211	variably_essential	100.0	7	7	7	0.7777777777777778		membrane protein
OG00212	variably_essential	100.0	15	15	4	0.2222222222222222		FixH-like protein
OG00213	never_essential	75.0	8	8	0	0.0		chain length determinant family protein (TIGR)
OG00214	variably_essential	96.42857142857143	28	28	8	0.2162162162162162	cobT	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)
OG00215	variably_essential	89.1891891891892	37	32	3	0.081081081081081	ilvA	Threonine dehydratase biosynthetic (EC 4.3.1.19)
OG00216	variably_essential	92.3076923076923	52	34	1	0.0256410256410256	yphB	Aldose 1-epimerase
OG00217	never_essential	92.3076923076923	13	13	0	0.0		DUF4197 domain-containing protein
OG00218	variably_essential	88.0794701986755	151	40	45	0.9782608695652174	mdlB	ABC-type multidrug transport system, ATPase and permease components
OG00219	variably_essential	70.83333333333334	24	24	6	0.2068965517241379		protein of unknown function DUF395 YeeE/YedE (RefSeq)
OG00220	variably_essential	93.93939393939394	33	24	7	0.2592592592592592	zupT	ZIP family zinc transporter
OG00221	never_essential	90.9090909090909	44	30	0	0.0	hutH	histidine ammonia-lyase
OG00222	variably_essential	96.875	32	25	2	0.0606060606060606	ybgK	allophanate hydrolase
OG00223	variably_essential	88.88888888888889	9	8	1	0.1111111111111111		antibiotic biosynthesis monooxygenase
OG00224	variably_essential	87.44769874476988	239	38	1	0.0232558139534883	yjiR	Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)
OG00225	never_essential	86.66666666666667	30	18	0	0.0		Metal-dependent phosphohydrolase, HD subdomain protein
OG00226	never_essential	75.0	4	4	0	0.0		type III chaperone protein ShcM
OG00227	never_essential	88.88888888888889	9	9	0	0.0		SAM-dependent methyltransferase
OG00228	variably_essential	25.0	4	4	1	0.25		phage-related protein
OG00229	variably_essential	100.0	2	2	1	0.5		Uncharacterized protein conserved in bacteria (DUF2242)
OG00230	variably_essential	93.05555555555556	72	33	6	0.1428571428571428	nat	GNAT family acetyltransferase
OG00231	variably_essential	79.87927565392354	497	38	2	0.0454545454545454	fhuE	TonB-dependent siderophore receptor
OG00232	universally_essential	94.11764705882352	34	34	46	1.0	rpsQ	30S ribosomal protein S17
OG00233	variably_essential	50.0	2	2	1	0.5		glycosyl transferase
OG00234	variably_essential	97.05882352941177	34	34	45	0.9782608695652174	thrS	threonyl-tRNA synthetase
OG00235	variably_essential	87.12871287128714	202	39	2	0.0444444444444444	emrB	multidrug efflux system protein (NCBI)
OG00236	variably_essential	91.58878504672897	107	35	40	0.9302325581395348	ubiH	2-octaprenyl-6-methoxyphenol hydroxylase (EC 1.14.13.-)
OG00237	never_essential	90.0	10	10	0	0.0		helix-turn-helix domain-containing protein
OG00238	never_essential	68.96551724137932	29	20	0	0.0		ATPase
OG00239	variably_essential	96.15384615384616	26	21	1	0.04		putative spermidine synthase (RefSeq)
OG00240	variably_essential	95.65217391304348	23	23	30	0.9375	hscB	co-chaperone HscB
OG00241	never_essential	66.66666666666666	3	3	0	0.0		tail fiber protein
OG00242	never_essential	33.33333333333333	3	3	0	0.0		RNA-directed DNA polymerase
OG00243	variably_essential	96.875	32	32	37	0.925	thyA	Thymidylate synthase (EC 2.1.1.45)
OG00244	variably_essential	100.0	35	34	37	0.8222222222222222	pcnB	2', 3'-cyclic nucleotide 2'-phosphodiesterase
OG00245	variably_essential	92.15328467153284	548	39	35	0.7608695652173914	phoB	two-component transcriptional regulator, winged helix family
OG00246	variably_essential	100.0	37	37	44	0.9565217391304348	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
OG00247	never_essential	94.44444444444444	54	39	0	0.0	tldD	TldD protein, part of TldE/TldD proteolytic complex
OG00248	variably_essential	100.0	27	27	10	0.2857142857142857	fliN	flagellar motor switch protein FliN
OG00249	never_essential	83.60655737704919	61	27	0	0.0	betA	Choline dehydrogenase
OG00250	variably_essential	81.57894736842105	76	33	3	0.0833333333333333	paaE	GbcB Glycine betaine demethylase subunit B
OG00251	never_essential	100.0	2	2	0	0.0		Iron(III) dicitrate transport ATP-binding protein FecE (TC 3.A.1.14.1)
OG00252	variably_essential	100.0	28	28	5	0.1351351351351351	ydiA	transcriptional regulator
OG00253	variably_essential	76.47058823529412	17	12	1	0.0666666666666666		beta-lactamase class A
OG00254	never_essential	100.0	4	4	0	0.0		porin
OG00255	variably_essential	84.070796460177	339	34	4	0.1081081081081081	yaaU	MFS transporter
OG00256	variably_essential	100.0	25	25	6	0.1875	zapA	cell division protein ZapA
OG00257	never_essential	91.8918918918919	37	32	0	0.0	yggG	peptidase M48
OG00258	variably_essential	90.9090909090909	77	32	6	0.1578947368421052	fabK	2-nitropropane dioxygenase (EC 1.13.11.32)
OG00259	variably_essential	92.6829268292683	41	26	5	0.1666666666666666	metN	methionine ABC transporter ATP-binding protein
OG00260	variably_essential	97.5	40	38	41	0.8723404255319149	tpiA	triosephosphate isomerase
OG00261	variably_essential	98.27586206896551	58	37	13	0.2954545454545454	fumC	fumarate hydratase, class II
OG00262	variably_essential	100.0	5	5	2	0.3333333333333333		cyanoglobin
OG00263	never_essential	100.0	1	1	0	0.0		methylglyoxal synthase
OG00264	universally_essential	94.5945945945946	37	37	46	1.0	prfA	peptide chain release factor 1
OG00265	variably_essential	92.01520912547528	263	40	24	0.5217391304347826	slyA	transcriptional regulator
OG00266	universally_essential	93.93939393939394	33	33	46	1.0	rplC	50S ribosomal protein L3
OG00267	variably_essential	95.0	40	34	6	0.15	b0786	membrane protein
OG00268	variably_essential	96.875	32	31	1	0.0294117647058823	glgB	1,4-alpha-glucan branching enzyme (isoamylase or pullulanase type II) (NCBI ptt file)
OG00269	never_essential	81.81818181818183	11	10	0	0.0		nitrogenase iron-molybdenum cofactor biosynthesis protein NifE
OG00270	never_essential	94.87179487179486	39	36	0	0.0	ppk	polyphosphate kinase
OG00271	never_essential	66.66666666666666	3	3	0	0.0		signal transduction histidine kinase
OG00272	never_essential	100.0	9	7	0	0.0	poxB	pyruvate oxidase
OG00273	variably_essential	88.88888888888889	9	9	2	0.1818181818181818		putative toxin-antitoxin system toxin component, PIN family
OG00274	variably_essential	67.5	40	26	2	0.0588235294117647	flaD	flagellin
OG00275	variably_essential	81.48148148148148	27	24	1	0.0357142857142857		Predicted metal-dependent hydrolase
OG00276	variably_essential	96.96969696969697	33	33	3	0.0681818181818181	yraN	putative endonuclease
