orgId	locusId	gene_cluster_id	gtdb_species_clade_id	pident	evalue	bitscore	is_core	is_auxiliary	is_singleton	cluster_id	kegg_ko
Cup4G11	RR42_RS24335	NZ_CP010537.1_708	s__Cupriavidus_basilensis--RS_GCF_008801925.2	100.0	0.0	1040.0	False	True	True	NZ_CP010537.1_708	K00278
Cup4G11	RR42_RS24965	NZ_CP010537.1_838	s__Cupriavidus_basilensis--RS_GCF_008801925.2	100.0	1.84e-275	746.0	False	True	True	NZ_CP010537.1_838	K06446
Cup4G11	RR42_RS25850	NZ_CP062804.1_2198	s__Cupriavidus_basilensis--RS_GCF_008801925.2	97.8	0.0	866.0	True	False	False	NZ_CP062804.1_2198	K01857
Cup4G11	RR42_RS27060	NZ_CP010537.1_1258	s__Cupriavidus_basilensis--RS_GCF_008801925.2	99.7	2.16e-264	717.0	True	False	False	NZ_CP010537.1_1258	K15727
Cup4G11	RR42_RS27130	NZ_CP062804.1_1902	s__Cupriavidus_basilensis--RS_GCF_008801925.2	98.8	2.6e-178	489.0	True	False	False	NZ_CP062804.1_1902	K02030
Cup4G11	RR42_RS27250	NZ_JAMBNM010000096.1_6	s__Cupriavidus_basilensis--RS_GCF_008801925.2	97.9	1.15e-294	798.0	True	False	False	NZ_JAMBNM010000096.1_6	K03762
Cup4G11	RR42_RS28615	NZ_SUQM01000007.1_55	s__Cupriavidus_basilensis--RS_GCF_008801925.2	95.5	2.54e-212	580.0	True	False	False	NZ_SUQM01000007.1_55	K02030
Cup4G11	RR42_RS28645	NZ_LZZU01000018.1_415	s__Cupriavidus_basilensis--RS_GCF_008801925.2	97.9	8.62e-209	568.0	True	False	False	NZ_LZZU01000018.1_415	K01070
Cup4G11	RR42_RS28870	NZ_CP010537.1_1629	s__Cupriavidus_basilensis--RS_GCF_008801925.2	100.0	0.0	1009.0	True	False	False	NZ_CP010537.1_1629	K06132
Cup4G11	RR42_RS29080	NZ_CP062804.1_1496	s__Cupriavidus_basilensis--RS_GCF_008801925.2	99.7	5.9e-222	603.0	True	False	False	NZ_CP062804.1_1496	K01707
Cup4G11	RR42_RS29835	NZ_CP062805.1_50	s__Cupriavidus_basilensis--RS_GCF_008801925.2	99.1	7.88e-306	828.0	False	True	False	NZ_CP062805.1_50	K03762
Cup4G11	RR42_RS30215	NZ_SUQM01000094.1_7	s__Cupriavidus_basilensis--RS_GCF_008801925.2	96.3	3.31e-295	800.0	False	True	False	NZ_SUQM01000094.1_7	K03762
Cup4G11	RR42_RS30330	NZ_JAMBNM010000026.1_84	s__Cupriavidus_basilensis--RS_GCF_008801925.2	94.1	2.51e-130	363.0	False	True	False	NZ_JAMBNM010000026.1_84	K19302
Cup4G11	RR42_RS30945	NZ_CP010537.1_2059	s__Cupriavidus_basilensis--RS_GCF_008801925.2	100.0	2.41e-279	759.0	True	False	False	NZ_CP010537.1_2059	K15727
Cup4G11	RR42_RS31630	NZ_CP062804.1_1086	s__Cupriavidus_basilensis--RS_GCF_008801925.2	97.2	4.56e-199	544.0	True	False	False	NZ_CP062804.1_1086	K02030
Cup4G11	RR42_RS31745	NZ_CP010537.1_2224	s__Cupriavidus_basilensis--RS_GCF_008801925.2	100.0	4.3499999999999996e-176	483.0	False	True	True	NZ_CP010537.1_2224	K02030
Cup4G11	RR42_RS32055	NZ_CP010537.1_2285	s__Cupriavidus_basilensis--RS_GCF_008801925.2	100.0	4.86e-302	818.0	True	False	False	NZ_CP010537.1_2285	K01857
Cup4G11	RR42_RS32885	NZ_CP010537.1_2455	s__Cupriavidus_basilensis--RS_GCF_008801925.2	100.0	1.5099999999999994e-228	622.0	True	False	False	NZ_CP010537.1_2455	K10439
Cup4G11	RR42_RS32890	NZ_CP010537.1_2456	s__Cupriavidus_basilensis--RS_GCF_008801925.2	100.0	1.21e-214	587.0	True	False	False	NZ_CP010537.1_2456	K10440
Cup4G11	RR42_RS32895	NZ_CP062804.1_859	s__Cupriavidus_basilensis--RS_GCF_008801925.2	98.1	3.7e-207	567.0	True	False	False	NZ_CP062804.1_859	K10440
Cup4G11	RR42_RS32900	NZ_CP062804.1_858	s__Cupriavidus_basilensis--RS_GCF_008801925.2	98.4	0.0	947.0	True	False	False	NZ_CP062804.1_858	K10441
Cup4G11	RR42_RS33415	NZ_SUQM01000040.1_6	s__Cupriavidus_basilensis--RS_GCF_008801925.2	97.4	6.1e-254	691.0	True	False	False	NZ_SUQM01000040.1_6	K15727
Cup4G11	RR42_RS34315	NZ_CP010537.1_2752	s__Cupriavidus_basilensis--RS_GCF_008801925.2	100.0	3.3e-178	489.0	False	True	False	NZ_CP010537.1_2752	K02030
Cup4G11	RR42_RS35325	NZ_CP010537.1_2960	s__Cupriavidus_basilensis--RS_GCF_008801925.2	100.0	6.23e-141	390.0	False	True	True	NZ_CP010537.1_2960	K03744
Cup4G11	RR42_RS36700	NZ_CP062804.1_2785	s__Cupriavidus_basilensis--RS_GCF_008801925.2	98.0	2.7000000000000004e-271	738.0	True	False	False	NZ_CP062804.1_2785	K15727
Cup4G11	RR42_RS36985	NZ_CP062804.1_2833	s__Cupriavidus_basilensis--RS_GCF_008801925.2	97.0	1.6700000000000003e-185	509.0	True	False	False	NZ_CP062804.1_2833	K02030
Cup4G11	RR42_RS37295	NZ_JAMBNM010000007.1_190	s__Cupriavidus_basilensis--RS_GCF_008801925.2	99.1	3.6600000000000002e-245	665.0	True	False	False	NZ_JAMBNM010000007.1_190	K02012
Pedo557	CA265_RS04755	NZ_JAGGPU010000004.1_55	s__Pedobacter_sp018613605--RS_GCF_018613605.1	94.4	9.68e-139	385.0	True	False	False	NZ_JAGGPU010000004.1_55	K07394
Pedo557	CA265_RS04805	NZ_JAGGPV010000008.1_3	s__Pedobacter_sp018613605--RS_GCF_018613605.1	95.6	1e-200	548.0	True	False	False	NZ_JAGGPV010000008.1_3	K01070
Pedo557	CA265_RS08345	NZ_JAGGPU010000006.1_116	s__Pedobacter_sp018613605--RS_GCF_018613605.1	92.7	5.5000000000000013e-73	212.0	True	False	False	NZ_JAGGPU010000006.1_116	K03534
Pedo557	CA265_RS15575	NZ_JAGGPU010000030.1_7	s__Pedobacter_sp018613605--RS_GCF_018613605.1	97.5	0.0	1105.0	True	False	False	NZ_JAGGPU010000030.1_7	K18890
Pedo557	CA265_RS18440	NZ_JAGGPV010000003.1_128	s__Pedobacter_sp018613605--RS_GCF_018613605.1	91.5	0.0	976.0	True	False	False	NZ_JAGGPV010000003.1_128	K03332
Pedo557	CA265_RS21655	NZ_JAGGPV010000001.1_114	s__Pedobacter_sp018613605--RS_GCF_018613605.1	98.4	3.97e-123	345.0	True	False	False	NZ_JAGGPV010000001.1_114	K03744
acidovorax_3H11	Ac3H11_1087	NZ_LUKZ01000028.1_19	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	3.4e-193	526.0	True	False	False	NZ_LUKZ01000028.1_19	K01816
acidovorax_3H11	Ac3H11_1355	NZ_LUKZ01000014.1_46	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	5.6799999999999995e-216	587.0	False	True	True	NZ_LUKZ01000014.1_46	K06998
acidovorax_3H11	Ac3H11_1356	NZ_LUKZ01000014.1_47	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	2.23e-212	577.0	True	False	False	NZ_LUKZ01000014.1_47	K06998
acidovorax_3H11	Ac3H11_1464	NZ_LUKZ01000012.1_38	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	0.0	1024.0	False	True	True	NZ_LUKZ01000012.1_38	K06132
acidovorax_3H11	Ac3H11_1533	JAIBEQ010000207.1_9	s__Acidovorax_sp001633105--RS_GCF_001633105.1	98.8	9.240000000000001e-179	489.0	True	False	False	JAIBEQ010000207.1_9	K01817
acidovorax_3H11	Ac3H11_1743	NZ_LUKZ01000012.1_315	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	3.1400000000000003e-157	433.0	False	True	True	NZ_LUKZ01000012.1_315	K09810
acidovorax_3H11	Ac3H11_1842	JAIBEQ010000315.1_5	s__Acidovorax_sp001633105--RS_GCF_001633105.1	99.7	1.6800000000000003e-213	582.0	True	False	False	JAIBEQ010000315.1_5	K10439
acidovorax_3H11	Ac3H11_2056	JAIBEQ010000103.1_4	s__Acidovorax_sp001633105--RS_GCF_001633105.1	96.2	1.8099999999999998e-236	642.0	True	False	False	JAIBEQ010000103.1_4	K02012
acidovorax_3H11	Ac3H11_2143	NZ_LUKZ01000009.1_335	s__Acidovorax_sp001633105--RS_GCF_001633105.1	99.5	7.37e-153	420.0	True	False	False	NZ_LUKZ01000009.1_335	K07018
acidovorax_3H11	Ac3H11_2312	NZ_LUKZ01000009.1_503	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	7.89e-175	478.0	False	True	True	NZ_LUKZ01000009.1_503	K02030
acidovorax_3H11	Ac3H11_2339	NZ_LUKZ01000009.1_531	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	1.65e-222	603.0	True	False	False	NZ_LUKZ01000009.1_531	K01707
acidovorax_3H11	Ac3H11_2551	JAIBEQ010000037.1_3	s__Acidovorax_sp001633105--RS_GCF_001633105.1	98.5	1.02e-153	421.0	True	False	False	JAIBEQ010000037.1_3	K09975
acidovorax_3H11	Ac3H11_2555	NZ_LUKZ01000009.1_749	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	8.87e-175	478.0	True	False	False	NZ_LUKZ01000009.1_749	K02030
acidovorax_3H11	Ac3H11_2575	JAIBEQ010000926.1_4	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	3.95e-203	553.0	True	False	False	JAIBEQ010000926.1_4	K04517
acidovorax_3H11	Ac3H11_2605	NZ_LUKZ01000009.1_799	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	1.9399999999999998e-256	693.0	True	False	False	NZ_LUKZ01000009.1_799	K02012
acidovorax_3H11	Ac3H11_2879	NZ_LUKZ01000009.1_1085	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	7.93e-232	629.0	True	False	False	NZ_LUKZ01000009.1_1085	K10439
acidovorax_3H11	Ac3H11_2880	NZ_LUKZ01000009.1_1086	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	2.61e-229	625.0	False	True	True	NZ_LUKZ01000009.1_1086	K10440
acidovorax_3H11	Ac3H11_2881	NZ_LUKZ01000009.1_1087	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	0.0	949.0	False	True	True	NZ_LUKZ01000009.1_1087	K10441
acidovorax_3H11	Ac3H11_3035	JAIBEQ010000902.1_41	s__Acidovorax_sp001633105--RS_GCF_001633105.1	98.8	6.2900000000000005e-235	638.0	True	False	False	JAIBEQ010000902.1_41	K10439
acidovorax_3H11	Ac3H11_3164	JAIBEQ010000099.1_13	s__Acidovorax_sp001633105--RS_GCF_001633105.1	98.3	5.3099999999999995e-219	594.0	True	False	False	JAIBEQ010000099.1_13	K01070
acidovorax_3H11	Ac3H11_3198	JAIBEQ010000985.1_4	s__Acidovorax_sp001633105--RS_GCF_001633105.1	99.4	1.5299999999999998e-225	612.0	True	False	False	JAIBEQ010000985.1_4	K02030
acidovorax_3H11	Ac3H11_3199	JAIBEQ010000985.1_5	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	9.85e-219	595.0	True	False	False	JAIBEQ010000985.1_5	K02030
acidovorax_3H11	Ac3H11_3325	NZ_LUKZ01000011.1_5	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	2.2700000000000006e-179	490.0	False	True	True	NZ_LUKZ01000011.1_5	K02030
acidovorax_3H11	Ac3H11_336	NZ_LUKZ01000009.1_531	s__Acidovorax_sp001633105--RS_GCF_001633105.1	98.7	1.26e-218	595.0	True	False	False	NZ_LUKZ01000009.1_531	K01707
acidovorax_3H11	Ac3H11_3603	NZ_LUKZ01000029.1_150	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	1.95e-191	522.0	True	False	False	NZ_LUKZ01000029.1_150	K02030
acidovorax_3H11	Ac3H11_3612	JAIBEQ010000721.1_5	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	7.55e-223	605.0	True	False	False	JAIBEQ010000721.1_5	K03453
acidovorax_3H11	Ac3H11_3688	JAIBEQ010000221.1_2	s__Acidovorax_sp001633105--RS_GCF_001633105.1	95.7	6.21e-114	317.0	True	False	False	JAIBEQ010000221.1_2	K03829
acidovorax_3H11	Ac3H11_3707	NZ_LUKZ01000033.1_68	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	8.4e-205	558.0	True	False	False	NZ_LUKZ01000033.1_68	K19302
acidovorax_3H11	Ac3H11_3735	JAIBEQ010000183.1_6	s__Acidovorax_sp001633105--RS_GCF_001633105.1	94.7	4.440000000000001e-192	523.0	True	False	False	JAIBEQ010000183.1_6	K01816
acidovorax_3H11	Ac3H11_3817	NZ_LUKZ01000001.1_29	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	4.94e-277	747.0	True	False	False	NZ_LUKZ01000001.1_29	K10440
acidovorax_3H11	Ac3H11_3824	JAIBEQ010000441.1_10	s__Acidovorax_sp001633105--RS_GCF_001633105.1	99.8	0.0	1051.0	True	False	False	JAIBEQ010000441.1_10	K00278
acidovorax_3H11	Ac3H11_3838	JAIBEQ010000824.1_7	s__Acidovorax_sp001633105--RS_GCF_001633105.1	97.9	1.02e-185	509.0	True	False	False	JAIBEQ010000824.1_7	K00767
acidovorax_3H11	Ac3H11_4153	JAIBEQ010000777.1_2	s__Acidovorax_sp001633105--RS_GCF_001633105.1	97.3	1.95e-189	516.0	True	False	False	JAIBEQ010000777.1_2	K02030
acidovorax_3H11	Ac3H11_4282	NZ_LUKZ01000013.1_56	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	1.2000000000000001e-203	555.0	True	False	False	NZ_LUKZ01000013.1_56	K01816
acidovorax_3H11	Ac3H11_4442	JAIBEQ010000212.1_4	s__Acidovorax_sp001633105--RS_GCF_001633105.1	99.5	2.57e-141	390.0	True	False	False	JAIBEQ010000212.1_4	K03744
acidovorax_3H11	Ac3H11_4460	NZ_LUKZ01000002.1_39	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	2.9000000000000005e-132	367.0	True	False	False	NZ_LUKZ01000002.1_39	K03744
acidovorax_3H11	Ac3H11_4467	NZ_LUKZ01000002.1_46	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	2.43e-68	199.0	True	False	False	NZ_LUKZ01000002.1_46	K07460
acidovorax_3H11	Ac3H11_4582	JAIBEQ010000859.1_4	s__Acidovorax_sp001633105--RS_GCF_001633105.1	90.3	3.73e-305	832.0	True	False	False	JAIBEQ010000859.1_4	K15727
acidovorax_3H11	Ac3H11_4897	NZ_LUKZ01000025.1_58	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	1.24e-132	368.0	True	False	False	NZ_LUKZ01000025.1_58	K00798
acidovorax_3H11	Ac3H11_4902	JAIBEQ010000645.1_14	s__Acidovorax_sp001633105--RS_GCF_001633105.1	99.6	7.259999999999999e-186	508.0	True	False	False	JAIBEQ010000645.1_14	K02030
acidovorax_3H11	Ac3H11_498	NZ_LUKZ01000003.1_169	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	3.18e-188	516.0	True	False	False	NZ_LUKZ01000003.1_169	K03453
acidovorax_3H11	Ac3H11_603	JAIBEQ010001040.1_8	s__Acidovorax_sp001633105--RS_GCF_001633105.1	98.2	1.22e-196	536.0	True	False	False	JAIBEQ010001040.1_8	K13876
acidovorax_3H11	Ac3H11_607	JAIBEQ010001040.1_4	s__Acidovorax_sp001633105--RS_GCF_001633105.1	95.7	0.0	929.0	True	False	False	JAIBEQ010001040.1_4	K10441
acidovorax_3H11	Ac3H11_611	JAIBEQ010000930.1_1	s__Acidovorax_sp001633105--RS_GCF_001633105.1	97.8	1.39e-219	598.0	True	False	False	JAIBEQ010000930.1_1	K10439
acidovorax_3H11	Ac3H11_724	JAIBEQ010000433.1_4	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	2.38e-153	421.0	True	False	False	JAIBEQ010000433.1_4	K03673
acidovorax_3H11	Ac3H11_79	JAIBEQ010000454.1_1	s__Acidovorax_sp001633105--RS_GCF_001633105.1	97.7	0.0	1072.0	True	False	False	JAIBEQ010000454.1_1	K06876
acidovorax_3H11	Ac3H11_928	NZ_LUKZ01000019.1_35	s__Acidovorax_sp001633105--RS_GCF_001633105.1	100.0	1.02e-207	565.0	True	False	False	NZ_LUKZ01000019.1_35	K02030
pseudo13_GW456_L13	PfGW456L13_1049	NZ_JAHBCQ010000018.1_61	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.3	5.66e-190	524.0	True	False	False	NZ_JAHBCQ010000018.1_61	K02030
pseudo13_GW456_L13	PfGW456L13_1320	NZ_JAHUWM010000011.1_20	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	98.6	8.140000000000001e-163	452.0	False	True	False	NZ_JAHUWM010000011.1_20	K02030
pseudo13_GW456_L13	PfGW456L13_1354	NZ_JAHBCQ010000070.1_66	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.1	1.98e-313	850.0	True	False	False	NZ_JAHBCQ010000070.1_66	K19302
pseudo13_GW456_L13	PfGW456L13_1626	NZ_JACNAP010000021.1_87	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.5	4.51e-152	423.0	True	False	False	NZ_JACNAP010000021.1_87	K07018
pseudo13_GW456_L13	PfGW456L13_1641	NZ_NIWT01000003.1_686	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.2	7.08e-85	246.0	True	False	False	NZ_NIWT01000003.1_686	K07460
pseudo13_GW456_L13	PfGW456L13_1677	NZ_CABVIT010000002.1_641	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.6	0.0	1051.0	True	False	False	NZ_CABVIT010000002.1_641	K19294
pseudo13_GW456_L13	PfGW456L13_1837	NZ_JAHBDL010000034.1_35	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	100.0	3.1e-137	384.0	True	False	False	NZ_JAHBDL010000034.1_35	K00798
pseudo13_GW456_L13	PfGW456L13_2121	NZ_JAGYFW010000004.1_26	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.6	0.0	994.0	True	False	False	NZ_JAGYFW010000004.1_26	K10441
pseudo13_GW456_L13	PfGW456L13_2347	NZ_JAHBDL010000001.1_25	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	100.0	3.03e-186	514.0	True	False	False	NZ_JAHBDL010000001.1_25	K02030
pseudo13_GW456_L13	PfGW456L13_2901	NZ_JACNAS010000001.1_11	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	100.0	0.0	1137.0	False	True	False	NZ_JACNAS010000001.1_11	K06132
pseudo13_GW456_L13	PfGW456L13_3143	NZ_JAHUWM010000005.1_213	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.7	1.43e-273	747.0	False	True	False	NZ_JAHUWM010000005.1_213	K08368
pseudo13_GW456_L13	PfGW456L13_3213	NZ_JAGYFW010000003.1_46	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.6	9.11e-189	520.0	True	False	False	NZ_JAGYFW010000003.1_46	K02030
pseudo13_GW456_L13	PfGW456L13_3220	NZ_JAGYGH010000008.1_84	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	100.0	2.7e-228	624.0	True	False	False	NZ_JAGYGH010000008.1_84	K04033
pseudo13_GW456_L13	PfGW456L13_3228	NZ_JAHUWM010000005.1_297	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	99.7	8.86e-243	663.0	True	False	False	NZ_JAHUWM010000005.1_297	K02012
pseudo13_GW456_L13	PfGW456L13_3250	NZ_LKBJ01000002.1_3234	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	100.0	0.0	1513.0	True	False	False	NZ_LKBJ01000002.1_3234	K01214
pseudo13_GW456_L13	PfGW456L13_328	NZ_CABVIT010000005.1_320	s__Pseudomonas_E_jessenii--RS_GCF_002236115.1	97.9	2.11e-133	374.0	True	False	False	NZ_CABVIT010000005.1_320	K09975
