berdl_cluster_id,adp1_cluster_id,is_core,is_auxiliary,is_singleton
NC_005966.1_1376,NHSXFYEX_mmseqsCluster_4007,True,False,False
NC_005966.1_1377,NHSXFYEX_mmseqsCluster_2277,True,False,False
NC_005966.1_1378,NHSXFYEX_mmseqsCluster_3282,True,False,False
NC_005966.1_1408,NHSXFYEX_mmseqsCluster_1812,True,False,False
NC_005966.1_1440,NHSXFYEX_mmseqsCluster_1857,True,False,False
NC_005966.1_1441,NHSXFYEX_mmseqsCluster_0274,True,False,False
NC_005966.1_1442,NHSXFYEX_mmseqsCluster_1148,True,False,False
NC_005966.1_1464,NHSXFYEX_mmseqsCluster_3535,False,True,False
NC_005966.1_1472,NHSXFYEX_mmseqsCluster_1484,True,False,False
NC_005966.1_1473,NHSXFYEX_mmseqsCluster_2334,True,False,False
NC_005966.1_1474,NHSXFYEX_mmseqsCluster_1566,True,False,False
NC_005966.1_1476,NHSXFYEX_mmseqsCluster_1144,True,False,False
NC_005966.1_15,NHSXFYEX_mmseqsCluster_2967,True,False,False
NC_005966.1_1504,NHSXFYEX_mmseqsCluster_2290,True,False,False
NC_005966.1_1505,NHSXFYEX_mmseqsCluster_1921,False,True,False
NC_005966.1_1536,NHSXFYEX_mmseqsCluster_3860,True,False,False
NC_005966.1_1537,NHSXFYEX_mmseqsCluster_1387,True,False,False
NC_005966.1_1568,NHSXFYEX_mmseqsCluster_2980,True,False,False
NC_005966.1_1569,NHSXFYEX_mmseqsCluster_2310,True,False,False
NC_005966.1_1572,NHSXFYEX_mmseqsCluster_3490,True,False,False
NC_005966.1_1573,NHSXFYEX_mmseqsCluster_2964,True,False,False
NC_005966.1_160,NHSXFYEX_mmseqsCluster_0859,True,False,False
NC_005966.1_1600,NHSXFYEX_mmseqsCluster_3967,True,False,False
NC_005966.1_1601,NHSXFYEX_mmseqsCluster_0263,True,False,False
NC_005966.1_1604,NHSXFYEX_mmseqsCluster_1263,False,True,False
NC_005966.1_161,NHSXFYEX_mmseqsCluster_1845,True,False,False
NC_005966.1_1632,NHSXFYEX_mmseqsCluster_1493,True,False,False
NC_005966.1_1664,NHSXFYEX_mmseqsCluster_3733,True,False,False
NC_005966.1_1665,NHSXFYEX_mmseqsCluster_2677,True,False,False
NC_005966.1_1666,NHSXFYEX_mmseqsCluster_1026,True,False,False
NC_005966.1_1696,NHSXFYEX_mmseqsCluster_2495,True,False,False
NC_005966.1_1728,NHSXFYEX_mmseqsCluster_1584,True,False,False
NC_005966.1_1760,NHSXFYEX_mmseqsCluster_3078,True,False,False
NC_005966.1_1792,NHSXFYEX_mmseqsCluster_1605,True,False,False
NC_005966.1_1824,NHSXFYEX_mmseqsCluster_0524,True,False,False
NC_005966.1_1856,NHSXFYEX_mmseqsCluster_2175,True,False,False
NC_005966.1_1888,NHSXFYEX_mmseqsCluster_2807,True,False,False
NC_005966.1_192,NHSXFYEX_mmseqsCluster_3371,True,False,False
NC_005966.1_1920,NHSXFYEX_mmseqsCluster_0516,True,False,False
NC_005966.1_193,NHSXFYEX_mmseqsCluster_0910,True,False,False
NC_005966.1_194,NHSXFYEX_mmseqsCluster_2167,True,False,False
NC_005966.1_1952,NHSXFYEX_mmseqsCluster_0935,True,False,False
NC_005966.1_1984,NHSXFYEX_mmseqsCluster_3529,True,False,False
NC_005966.1_2,NHSXFYEX_mmseqsCluster_3401,True,False,False
NC_005966.1_2016,NHSXFYEX_mmseqsCluster_3135,True,False,False
NC_005966.1_2019,NHSXFYEX_mmseqsCluster_3548,False,True,False
NC_005966.1_2048,NHSXFYEX_mmseqsCluster_0633,True,False,False
NC_005966.1_2050,NHSXFYEX_mmseqsCluster_0399,True,False,False
NC_005966.1_2051,NHSXFYEX_mmseqsCluster_3738,True,False,False
NC_005966.1_2080,NHSXFYEX_mmseqsCluster_3899,True,False,False
NC_005966.1_2082,NHSXFYEX_mmseqsCluster_0600,True,False,False
NC_005966.1_2112,NHSXFYEX_mmseqsCluster_3940,True,False,False
NC_005966.1_2114,NHSXFYEX_mmseqsCluster_2848,True,False,False
NC_005966.1_2144,NHSXFYEX_mmseqsCluster_2390,True,False,False
NC_005966.1_2146,NHSXFYEX_mmseqsCluster_1510,True,False,False
NC_005966.1_2176,NHSXFYEX_mmseqsCluster_1853,True,False,False
NC_005966.1_2177,NHSXFYEX_mmseqsCluster_3778,True,False,False
NC_005966.1_2178,NHSXFYEX_mmseqsCluster_1495,True,False,False
NC_005966.1_2179,NHSXFYEX_mmseqsCluster_2960,True,False,False
NC_005966.1_2180,NHSXFYEX_mmseqsCluster_3308,True,False,False
NC_005966.1_2208,NHSXFYEX_mmseqsCluster_3118,True,False,False
NC_005966.1_2209,NHSXFYEX_mmseqsCluster_1779,True,False,False
NC_005966.1_2210,NHSXFYEX_mmseqsCluster_2566,True,False,False
NC_005966.1_2211,NHSXFYEX_mmseqsCluster_1817,True,False,False
NC_005966.1_224,NHSXFYEX_mmseqsCluster_0130,True,False,False
NC_005966.1_2240,NHSXFYEX_mmseqsCluster_4016,True,False,False
NC_005966.1_2241,NHSXFYEX_mmseqsCluster_0909,True,False,False
NC_005966.1_2242,NHSXFYEX_mmseqsCluster_1560,True,False,False
NC_005966.1_2243,NHSXFYEX_mmseqsCluster_2383,True,False,False
NC_005966.1_225,NHSXFYEX_mmseqsCluster_1710,True,False,False
NC_005966.1_2272,NHSXFYEX_mmseqsCluster_2775,True,False,False
NC_005966.1_2273,NHSXFYEX_mmseqsCluster_3119,True,False,False
NC_005966.1_2274,NHSXFYEX_mmseqsCluster_1144,True,False,False
NC_005966.1_2304,NHSXFYEX_mmseqsCluster_2970,True,False,False
NC_005966.1_2305,NHSXFYEX_mmseqsCluster_2522,True,False,False
NC_005966.1_2306,NHSXFYEX_mmseqsCluster_0498,True,False,False
NC_005966.1_2307,NHSXFYEX_mmseqsCluster_0967,True,False,False
NC_005966.1_2336,NHSXFYEX_mmseqsCluster_2215,True,False,False
NC_005966.1_2337,NHSXFYEX_mmseqsCluster_0691,True,False,False
NC_005966.1_2338,NHSXFYEX_mmseqsCluster_3483,True,False,False
NC_005966.1_2339,NHSXFYEX_mmseqsCluster_3814,True,False,False
NC_005966.1_2368,NHSXFYEX_mmseqsCluster_2771,True,False,False
NC_005966.1_2369,NHSXFYEX_mmseqsCluster_2397,True,False,False
NC_005966.1_2370,NHSXFYEX_mmseqsCluster_3471,True,False,False
NC_005966.1_2371,NHSXFYEX_mmseqsCluster_3765,True,False,False
NC_005966.1_2400,NHSXFYEX_mmseqsCluster_1315,True,False,False
NC_005966.1_2401,NHSXFYEX_mmseqsCluster_2386,True,False,False
NC_005966.1_2402,NHSXFYEX_mmseqsCluster_4003,True,False,False
NC_005966.1_2403,NHSXFYEX_mmseqsCluster_2652,True,False,False
NC_005966.1_2432,NHSXFYEX_mmseqsCluster_0067,True,False,False
NC_005966.1_2433,NHSXFYEX_mmseqsCluster_3121,False,True,False
NC_005966.1_2464,NHSXFYEX_mmseqsCluster_2606,True,False,False
NC_005966.1_2465,NHSXFYEX_mmseqsCluster_2828,True,False,False
NC_005966.1_2466,NHSXFYEX_mmseqsCluster_0731,True,False,False
NC_005966.1_2467,NHSXFYEX_mmseqsCluster_0860,True,False,False
NC_005966.1_2496,NHSXFYEX_mmseqsCluster_1142,True,False,False
NC_005966.1_2497,NHSXFYEX_mmseqsCluster_3156,True,False,False
NC_005966.1_2498,NHSXFYEX_mmseqsCluster_0496,True,False,False
NC_005966.1_2499,NHSXFYEX_mmseqsCluster_0153,True,False,False
NC_005966.1_2528,NHSXFYEX_mmseqsCluster_1866,True,False,False
NC_005966.1_2529,NHSXFYEX_mmseqsCluster_4024,True,False,False
NC_005966.1_2530,NHSXFYEX_mmseqsCluster_0757,True,False,False
NC_005966.1_2531,NHSXFYEX_mmseqsCluster_1403,True,False,False
NC_005966.1_256,NHSXFYEX_mmseqsCluster_3497,True,False,False
NC_005966.1_2560,NHSXFYEX_mmseqsCluster_0145,True,False,False
NC_005966.1_2561,NHSXFYEX_mmseqsCluster_4074,True,False,False
NC_005966.1_257,NHSXFYEX_mmseqsCluster_1555,True,False,False
NC_005966.1_2592,NHSXFYEX_mmseqsCluster_1381,True,False,False
NC_005966.1_2594,NHSXFYEX_mmseqsCluster_1821,True,False,False
NC_005966.1_2624,NHSXFYEX_mmseqsCluster_1253,True,False,False
NC_005966.1_2625,NHSXFYEX_mmseqsCluster_2807,True,False,False
NC_005966.1_2626,NHSXFYEX_mmseqsCluster_3534,True,False,False
NC_005966.1_2656,NHSXFYEX_mmseqsCluster_1500,True,False,False
NC_005966.1_2657,NHSXFYEX_mmseqsCluster_3854,True,False,False
NC_005966.1_2658,NHSXFYEX_mmseqsCluster_3492,True,False,False
NC_005966.1_2688,NHSXFYEX_mmseqsCluster_2236,True,False,False
NC_005966.1_2689,NHSXFYEX_mmseqsCluster_1414,True,False,False
NC_005966.1_2690,NHSXFYEX_mmseqsCluster_2647,True,False,False
NC_005966.1_2691,NHSXFYEX_mmseqsCluster_2700,True,False,False
NC_005966.1_2692,NHSXFYEX_mmseqsCluster_0565,True,False,False
NC_005966.1_2693,NHSXFYEX_mmseqsCluster_3427,True,False,False
NC_005966.1_2694,NHSXFYEX_mmseqsCluster_2384,True,False,False
NC_005966.1_2695,NHSXFYEX_mmseqsCluster_2163,True,False,False
NC_005966.1_2696,NHSXFYEX_mmseqsCluster_3382,True,False,False
NC_005966.1_2720,NHSXFYEX_mmseqsCluster_1493,True,False,False
NC_005966.1_2721,NHSXFYEX_mmseqsCluster_0213,True,False,False
NC_005966.1_2722,NHSXFYEX_mmseqsCluster_2784,True,False,False
NC_005966.1_2723,NHSXFYEX_mmseqsCluster_0626,True,False,False
NC_005966.1_2724,NHSXFYEX_mmseqsCluster_1805,True,False,False
NC_005966.1_2725,NHSXFYEX_mmseqsCluster_3818,True,False,False
NC_005966.1_2726,NHSXFYEX_mmseqsCluster_3272,True,False,False
NC_005966.1_2727,NHSXFYEX_mmseqsCluster_0203,True,False,False
NC_005966.1_2728,NHSXFYEX_mmseqsCluster_0583,True,False,False
NC_005966.1_2752,NHSXFYEX_mmseqsCluster_0731,True,False,False
NC_005966.1_2753,NHSXFYEX_mmseqsCluster_1102,True,False,False
NC_005966.1_2754,NHSXFYEX_mmseqsCluster_2915,True,False,False
NC_005966.1_2755,NHSXFYEX_mmseqsCluster_4070,True,False,False
NC_005966.1_2756,NHSXFYEX_mmseqsCluster_1456,True,False,False
NC_005966.1_2757,NHSXFYEX_mmseqsCluster_0702,True,False,False
NC_005966.1_2758,NHSXFYEX_mmseqsCluster_0932,True,False,False
NC_005966.1_2759,NHSXFYEX_mmseqsCluster_2505,True,False,False
NC_005966.1_2760,NHSXFYEX_mmseqsCluster_3169,True,False,False
NC_005966.1_2784,NHSXFYEX_mmseqsCluster_2173,True,False,False
NC_005966.1_2785,NHSXFYEX_mmseqsCluster_2967,True,False,False
NC_005966.1_2786,NHSXFYEX_mmseqsCluster_1494,True,False,False
NC_005966.1_2787,NHSXFYEX_mmseqsCluster_1589,True,False,False
NC_005966.1_2788,NHSXFYEX_mmseqsCluster_1084,True,False,False
NC_005966.1_2789,NHSXFYEX_mmseqsCluster_3981,True,False,False
NC_005966.1_2790,NHSXFYEX_mmseqsCluster_3196,True,False,False
NC_005966.1_2791,NHSXFYEX_mmseqsCluster_4014,True,False,False
NC_005966.1_2792,NHSXFYEX_mmseqsCluster_3656,True,False,False
NC_005966.1_2816,NHSXFYEX_mmseqsCluster_2121,True,False,False
NC_005966.1_2848,NHSXFYEX_mmseqsCluster_2425,True,False,False
NC_005966.1_2849,NHSXFYEX_mmseqsCluster_0835,True,False,False
NC_005966.1_2850,NHSXFYEX_mmseqsCluster_0867,True,False,False
NC_005966.1_2851,NHSXFYEX_mmseqsCluster_2341,True,False,False
NC_005966.1_2852,NHSXFYEX_mmseqsCluster_1228,True,False,False
NC_005966.1_2853,NHSXFYEX_mmseqsCluster_2617,True,False,False
NC_005966.1_2854,NHSXFYEX_mmseqsCluster_0703,True,False,False
NC_005966.1_2855,NHSXFYEX_mmseqsCluster_1764,True,False,False
NC_005966.1_2856,NHSXFYEX_mmseqsCluster_3627,True,False,False
NC_005966.1_288,NHSXFYEX_mmseqsCluster_0964,True,False,False
NC_005966.1_2880,NHSXFYEX_mmseqsCluster_0511,True,False,False
NC_005966.1_2881,NHSXFYEX_mmseqsCluster_3347,True,False,False
NC_005966.1_2882,NHSXFYEX_mmseqsCluster_2890,True,False,False
NC_005966.1_2883,NHSXFYEX_mmseqsCluster_3406,True,False,False
NC_005966.1_2884,NHSXFYEX_mmseqsCluster_1248,True,False,False
NC_005966.1_2885,NHSXFYEX_mmseqsCluster_3677,True,False,False
NC_005966.1_2886,NHSXFYEX_mmseqsCluster_3065,True,False,False
NC_005966.1_2887,NHSXFYEX_mmseqsCluster_2347,True,False,False
NC_005966.1_2888,NHSXFYEX_mmseqsCluster_0281,True,False,False
NC_005966.1_291,NHSXFYEX_mmseqsCluster_0136,True,False,False
NC_005966.1_2912,NHSXFYEX_mmseqsCluster_1617,True,False,False
NC_005966.1_2913,NHSXFYEX_mmseqsCluster_2009,True,False,False
NC_005966.1_2944,NHSXFYEX_mmseqsCluster_0833,True,False,False
NC_005966.1_2945,NHSXFYEX_mmseqsCluster_0144,True,False,False
NC_005966.1_2976,NHSXFYEX_mmseqsCluster_3413,True,False,False
NC_005966.1_2977,NHSXFYEX_mmseqsCluster_1763,True,False,False
NC_005966.1_3,NHSXFYEX_mmseqsCluster_2338,True,False,False
NC_005966.1_3008,NHSXFYEX_mmseqsCluster_0994,True,False,False
NC_005966.1_3009,NHSXFYEX_mmseqsCluster_1816,True,False,False
NC_005966.1_3012,NHSXFYEX_mmseqsCluster_1013,True,False,False
NC_005966.1_3040,NHSXFYEX_mmseqsCluster_1634,True,False,False
NC_005966.1_3041,NHSXFYEX_mmseqsCluster_1878,True,False,False
NC_005966.1_3044,NHSXFYEX_mmseqsCluster_1866,True,False,False
NC_005966.1_3072,NHSXFYEX_mmseqsCluster_3777,True,False,False
NC_005966.1_3073,NHSXFYEX_mmseqsCluster_3309,True,False,False
NC_005966.1_3076,NHSXFYEX_mmseqsCluster_1691,True,False,False
NC_005966.1_3104,NHSXFYEX_mmseqsCluster_4061,True,False,False
NC_005966.1_3105,NHSXFYEX_mmseqsCluster_1335,True,False,False
NC_005966.1_3108,NHSXFYEX_mmseqsCluster_0561,True,False,False
NC_005966.1_3136,NHSXFYEX_mmseqsCluster_3006,True,False,False
NC_005966.1_3137,NHSXFYEX_mmseqsCluster_0813,True,False,False
NC_005966.1_3168,NHSXFYEX_mmseqsCluster_0156,True,False,False
NC_005966.1_3169,NHSXFYEX_mmseqsCluster_2201,True,False,False
NC_005966.1_32,NHSXFYEX_mmseqsCluster_3540,True,False,False
NC_005966.1_320,NHSXFYEX_mmseqsCluster_2413,True,False,False
NC_005966.1_3200,NHSXFYEX_mmseqsCluster_2128,True,False,False
NC_005966.1_3201,NHSXFYEX_mmseqsCluster_1742,True,False,False
NC_005966.1_322,NHSXFYEX_mmseqsCluster_2217,True,False,False
NC_005966.1_323,NHSXFYEX_mmseqsCluster_3858,True,False,False
NC_005966.1_3232,NHSXFYEX_mmseqsCluster_1692,True,False,False
NC_005966.1_3233,NHSXFYEX_mmseqsCluster_4049,True,False,False
NC_005966.1_3236,NHSXFYEX_mmseqsCluster_3101,True,False,False
NC_005966.1_3264,NHSXFYEX_mmseqsCluster_0376,True,False,False
NC_005966.1_33,NHSXFYEX_mmseqsCluster_1340,True,False,False
NC_005966.1_34,NHSXFYEX_mmseqsCluster_0765,True,False,False
NC_005966.1_352,NHSXFYEX_mmseqsCluster_0377,True,False,False
NC_005966.1_354,NHSXFYEX_mmseqsCluster_3882,True,False,False
NC_005966.1_355,NHSXFYEX_mmseqsCluster_2882,True,False,False
NC_005966.1_384,NHSXFYEX_mmseqsCluster_1493,True,False,False
NC_005966.1_386,NHSXFYEX_mmseqsCluster_1705,True,False,False
NC_005966.1_387,NHSXFYEX_mmseqsCluster_0251,True,False,False
NC_005966.1_416,NHSXFYEX_mmseqsCluster_2499,True,False,False
NC_005966.1_418,NHSXFYEX_mmseqsCluster_1313,True,False,False
NC_005966.1_419,NHSXFYEX_mmseqsCluster_2847,True,False,False
NC_005966.1_448,NHSXFYEX_mmseqsCluster_1800,True,False,False
NC_005966.1_450,NHSXFYEX_mmseqsCluster_1941,True,False,False
NC_005966.1_451,NHSXFYEX_mmseqsCluster_2470,True,False,False
NC_005966.1_48,NHSXFYEX_mmseqsCluster_1337,True,False,False
NC_005966.1_480,NHSXFYEX_mmseqsCluster_2628,True,False,False
NC_005966.1_482,NHSXFYEX_mmseqsCluster_3145,True,False,False
NC_005966.1_483,NHSXFYEX_mmseqsCluster_1988,True,False,False
NC_005966.1_512,NHSXFYEX_mmseqsCluster_3554,False,True,False
NC_005966.1_514,NHSXFYEX_mmseqsCluster_0681,True,False,False
NC_005966.1_515,NHSXFYEX_mmseqsCluster_1234,True,False,False
NC_005966.1_546,NHSXFYEX_mmseqsCluster_1762,True,False,False
NC_005966.1_547,NHSXFYEX_mmseqsCluster_1207,True,False,False
NC_005966.1_578,NHSXFYEX_mmseqsCluster_2991,False,True,False
NC_005966.1_579,NHSXFYEX_mmseqsCluster_2841,True,False,False
NC_005966.1_608,NHSXFYEX_mmseqsCluster_0560,True,False,False
NC_005966.1_610,NHSXFYEX_mmseqsCluster_1857,True,False,False
NC_005966.1_611,NHSXFYEX_mmseqsCluster_2255,True,False,False
NC_005966.1_64,NHSXFYEX_mmseqsCluster_1022,True,False,False
NC_005966.1_640,NHSXFYEX_mmseqsCluster_2055,True,False,False
NC_005966.1_641,NHSXFYEX_mmseqsCluster_2725,True,False,False
NC_005966.1_642,NHSXFYEX_mmseqsCluster_3392,True,False,False
NC_005966.1_643,NHSXFYEX_mmseqsCluster_2279,True,False,False
NC_005966.1_65,NHSXFYEX_mmseqsCluster_0623,True,False,False
NC_005966.1_66,NHSXFYEX_mmseqsCluster_3279,True,False,False
NC_005966.1_672,NHSXFYEX_mmseqsCluster_1808,True,False,False
NC_005966.1_673,NHSXFYEX_mmseqsCluster_2596,True,False,False
NC_005966.1_674,NHSXFYEX_mmseqsCluster_1923,True,False,False
NC_005966.1_675,NHSXFYEX_mmseqsCluster_3292,True,False,False
NC_005966.1_704,NHSXFYEX_mmseqsCluster_1212,True,False,False
NC_005966.1_705,NHSXFYEX_mmseqsCluster_0998,True,False,False
NC_005966.1_706,NHSXFYEX_mmseqsCluster_1642,True,False,False
NC_005966.1_707,NHSXFYEX_mmseqsCluster_2886,True,False,False
NC_005966.1_711,NHSXFYEX_mmseqsCluster_1621,True,False,False
NC_005966.1_736,NHSXFYEX_mmseqsCluster_0094,True,False,False
NC_005966.1_737,NHSXFYEX_mmseqsCluster_2154,True,False,False
NC_005966.1_738,NHSXFYEX_mmseqsCluster_3563,True,False,False
NC_005966.1_739,NHSXFYEX_mmseqsCluster_3888,True,False,False
NC_005966.1_768,NHSXFYEX_mmseqsCluster_2169,True,False,False
NC_005966.1_769,NHSXFYEX_mmseqsCluster_3258,True,False,False
NC_005966.1_770,NHSXFYEX_mmseqsCluster_0909,True,False,False
NC_005966.1_771,NHSXFYEX_mmseqsCluster_0641,True,False,False
NC_005966.1_800,NHSXFYEX_mmseqsCluster_0811,True,False,False
NC_005966.1_801,NHSXFYEX_mmseqsCluster_0379,True,False,False
NC_005966.1_832,NHSXFYEX_mmseqsCluster_2478,True,False,False
NC_005966.1_833,NHSXFYEX_mmseqsCluster_2529,True,False,False
NC_005966.1_847,NHSXFYEX_mmseqsCluster_3261,False,True,False
NC_005966.1_864,NHSXFYEX_mmseqsCluster_2251,True,False,False
NC_005966.1_865,NHSXFYEX_mmseqsCluster_0815,True,False,False
NC_005966.1_866,NHSXFYEX_mmseqsCluster_0015,True,False,False
NC_005966.1_867,NHSXFYEX_mmseqsCluster_3411,True,False,False
NC_005966.1_868,NHSXFYEX_mmseqsCluster_2062,True,False,False
NC_005966.1_869,NHSXFYEX_mmseqsCluster_0955,True,False,False
NC_005966.1_870,NHSXFYEX_mmseqsCluster_2430,True,False,False
NC_005966.1_896,NHSXFYEX_mmseqsCluster_3101,True,False,False
NC_005966.1_897,NHSXFYEX_mmseqsCluster_1751,True,False,False
NC_005966.1_898,NHSXFYEX_mmseqsCluster_0401,True,False,False
NC_005966.1_899,NHSXFYEX_mmseqsCluster_1691,True,False,False
NC_005966.1_900,NHSXFYEX_mmseqsCluster_2765,True,False,False
NC_005966.1_901,NHSXFYEX_mmseqsCluster_3439,True,False,False
NC_005966.1_902,NHSXFYEX_mmseqsCluster_1968,True,False,False
NC_005966.1_928,NHSXFYEX_mmseqsCluster_2731,True,False,False
NC_005966.1_929,NHSXFYEX_mmseqsCluster_1356,True,False,False
NC_005966.1_930,NHSXFYEX_mmseqsCluster_3769,True,False,False
NC_005966.1_931,NHSXFYEX_mmseqsCluster_3485,True,False,False
NC_005966.1_932,NHSXFYEX_mmseqsCluster_1888,True,False,False
NC_005966.1_933,NHSXFYEX_mmseqsCluster_2512,True,False,False
NC_005966.1_934,NHSXFYEX_mmseqsCluster_0373,True,False,False
NC_005966.1_96,NHSXFYEX_mmseqsCluster_0577,True,False,False
NC_005966.1_960,NHSXFYEX_mmseqsCluster_3735,True,False,False
NC_005966.1_961,NHSXFYEX_mmseqsCluster_2940,True,False,False
NC_005966.1_962,NHSXFYEX_mmseqsCluster_1865,True,False,False
NC_005966.1_963,NHSXFYEX_mmseqsCluster_0598,True,False,False
NC_005966.1_964,NHSXFYEX_mmseqsCluster_1787,True,False,False
NC_005966.1_965,NHSXFYEX_mmseqsCluster_2767,True,False,False
NC_005966.1_966,NHSXFYEX_mmseqsCluster_3320,True,False,False
NC_005966.1_992,NHSXFYEX_mmseqsCluster_3034,True,False,False
NC_005966.1_993,NHSXFYEX_mmseqsCluster_2252,True,False,False
NC_005966.1_994,NHSXFYEX_mmseqsCluster_1604,True,False,False
NC_005966.1_995,NHSXFYEX_mmseqsCluster_2210,True,False,False
NC_005966.1_996,NHSXFYEX_mmseqsCluster_0875,True,False,False
NC_005966.1_997,NHSXFYEX_mmseqsCluster_1606,True,False,False
NC_005966.1_998,NHSXFYEX_mmseqsCluster_3128,True,False,False
NZLS01000001.1_1,NHSXFYEX_mmseqsCluster_3559,False,True,True
NZLS01000002.1_1,NHSXFYEX_mmseqsCluster_2296,False,True,True
NZLS01000002.1_2,NHSXFYEX_mmseqsCluster_2084,False,True,True
NZLS01000002.1_3,NHSXFYEX_mmseqsCluster_2515,False,True,True
NZLS01000003.1_1,NHSXFYEX_mmseqsCluster_2503,False,True,True
NZLS01000003.1_6,NHSXFYEX_mmseqsCluster_3643,True,False,False
NZLS01000003.1_7,NHSXFYEX_mmseqsCluster_3845,True,False,False
NZLS01000003.1_8,NHSXFYEX_mmseqsCluster_1999,True,False,False
NZLS01000004.1_1,NHSXFYEX_mmseqsCluster_0940,False,True,True
NZLS01000004.1_5,NHSXFYEX_mmseqsCluster_2832,True,False,False
NZLS01000004.1_6,NHSXFYEX_mmseqsCluster_2544,False,True,True
NZLS01000005.1_1,NHSXFYEX_mmseqsCluster_0929,False,True,True
NZLS01000006.1_1,NHSXFYEX_mmseqsCluster_1829,False,True,True
NZLS01000006.1_2,NHSXFYEX_mmseqsCluster_2149,False,True,True
NZLS01000006.1_3,NHSXFYEX_mmseqsCluster_2171,False,True,True
NZLS01000006.1_4,NHSXFYEX_mmseqsCluster_3644,False,True,True
NZLS01000006.1_5,NHSXFYEX_mmseqsCluster_0985,False,True,True
NZLS01000006.1_6,NHSXFYEX_mmseqsCluster_0070,False,True,True
NZLS01000006.1_7,NHSXFYEX_mmseqsCluster_1072,False,True,True
NZLS01000007.1_11,NHSXFYEX_mmseqsCluster_1327,True,False,False
NZLS01000007.1_12,NHSXFYEX_mmseqsCluster_2690,True,False,False
NZLS01000007.1_13,NHSXFYEX_mmseqsCluster_2985,True,False,False
NZLS01000007.1_14,NHSXFYEX_mmseqsCluster_2497,True,False,False
NZLS01000007.1_15,NHSXFYEX_mmseqsCluster_3067,True,False,False
NZLS01000007.1_43,NHSXFYEX_mmseqsCluster_3220,True,False,False
NZLS01000007.1_44,NHSXFYEX_mmseqsCluster_0115,False,True,True
NZLS01000008.1_1,NHSXFYEX_mmseqsCluster_1314,False,True,True
NZLS01000008.1_2,NHSXFYEX_mmseqsCluster_3250,True,False,False
NZLS01000009.1_1,NHSXFYEX_mmseqsCluster_3088,False,True,True
NZLS01000009.1_21,NHSXFYEX_mmseqsCluster_1767,True,False,False
NZLS01000009.1_23,NHSXFYEX_mmseqsCluster_3572,True,False,False
NZLS01000009.1_52,NHSXFYEX_mmseqsCluster_1841,False,True,True
NZLS01000010.1_1,NHSXFYEX_mmseqsCluster_1311,False,True,False
NZLS01000010.1_41,NHSXFYEX_mmseqsCluster_2862,False,True,True
