species_id,nutrient_group,nutrient_core,nutrient_noncore,metal_core,metal_noncore,odds_ratio,fisher_p
s__HGM11530_sp900751685--GB_GCA_900751685.1,N_genes,1,1,0,2,inf,1.0
s__RUG806_sp900313475--GB_GCA_900313475.1,N_genes,1,1,3,3,1.0,1.0
s__Campylobacter_D_jejuni--RS_GCF_001457695.1,N_genes,0,2,1,26,0.0,1.0
s__Marinobacter_salarius--GB_GCA_000831005.1,N_genes,0,3,1,5,0.0,1.0
s__Sulfurospirillum_cavolei--RS_GCF_001548055.1,N_genes,1,3,2,1,0.167,0.48571428571428565
s__Thermococcus_A_sp001507935--GB_GCA_001507935.1,N_genes,3,2,3,7,3.5,0.3286713286713287
s__JAAXXJ01_sp013334545--GB_GCA_013334545.1,N_genes,2,1,2,3,3.0,1.0
s__Pelomonas_sp003963075--GB_GCA_003963075.1,N_genes,0,2,2,5,0.0,1.0
s__Methanobrevibacter_C_arboriphilus--RS_GCF_002072215.1,N_genes,1,9,1,6,0.667,1.0
s__Methanobrevibacter_A_oralis--RS_GCF_001639275.1,N_genes,2,0,2,5,inf,0.16666666666666669
s__ATCC-39006_sp002847015--RS_GCF_002847015.1,N_genes,2,0,2,0,,1.0
s__Xanthobacter_aminoxidans--RS_GCF_023571765.1,N_genes,2,0,1,1,inf,1.0
s__Ruminococcus_sp900540005--GB_GCA_900540005.1,N_genes,1,1,1,7,7.0,0.3777777777777777
s__HIMB30_sp002691485--GB_GCA_009886945.1,N_genes,0,2,0,6,,1.0
s__Methanobrevibacter_sp900314635--GB_GCA_900314635.1,N_genes,1,5,4,8,0.4,0.6148459383753502
s__Methanobrevibacter_A_sp900319985--GB_GCA_900319985.1,N_genes,3,0,6,2,inf,1.0
s__CAJBEZ01_sp903952205--GB_GCA_903952205.1,N_genes,1,2,3,8,1.333,1.0
s__CAILNX01_sp903835685--GB_GCA_903835685.1,N_genes,3,2,2,1,0.75,1.0
s__Thiocapsa_sp018399035--GB_GCA_018399035.1,N_genes,2,0,3,0,,1.0
s__UBA2262_sp002347095--GB_GCA_002347095.1,N_genes,2,1,3,1,0.667,1.0
s__Desulfosporosinus_sp002413075--GB_GCA_002413075.1,N_genes,0,8,1,3,0.0,0.3333333333333333
s__Methanofastidiosum_sp001587675--GB_GCA_001587675.1,N_genes,1,4,3,6,0.5,1.0
s__JALHMQ01_sp020248865--GB_GCA_020248865.1,N_genes,1,2,3,0,0.0,0.4000000000000001
s__B17-G16_sp003646975--GB_GCA_019307945.1,N_genes,0,2,1,5,0.0,1.0
s__Spirirestis_rafaelensis--GB_GCA_019359015.1,N_genes,2,0,4,0,,1.0
s__GCA-001856825_sp021827945--GB_GCA_021827945.1,N_genes,0,2,0,4,,1.0
s__ANME1a_sp003194425--GB_GCA_003194425.1,N_genes,2,1,1,3,6.0,0.48571428571428565
s__Fen-1308_sp003170655--GB_GCA_003170655.1,N_genes,1,4,2,7,0.875,1.0
s__BIFV01_sp003990955--GB_GCA_003990955.1,N_genes,5,0,2,0,,1.0
s__UBA1732_sp902762495--GB_GCA_902762495.1,N_genes,1,1,1,2,2.0,1.0
s__JACRCG01_sp903875605--GB_GCA_903875605.1,N_genes,0,2,2,1,0.0,0.4000000000000001
s__CAITYL01_sp903896595--GB_GCA_903896595.1,N_genes,2,0,3,0,,1.0
s__Rhodopila_sp903944925--GB_GCA_903944925.1,N_genes,3,0,3,0,,1.0
s__Clostridium_J_argentinense--RS_GCF_000816675.1,N_genes,1,3,2,0,0.0,0.4000000000000001
s__UBA3680_sp002372875--GB_GCA_002372875.1,N_genes,1,2,1,2,1.0,1.0
s__RGIG5636_sp017513125--GB_GCA_017513125.1,N_genes,0,3,1,9,0.0,1.0
s__UBA4572_sp023481175--GB_GCA_023481175.1,N_genes,0,2,0,3,,1.0
s__Acidithiobacillus_ferrianus--RS_GCF_010378095.1,N_genes,2,0,0,6,inf,0.03571428571428571
s__UBA1394_sp023664445--GB_GCA_023664445.1,N_genes,1,1,2,0,0.0,1.0
s__Haloferax_volcanii--RS_GCF_000025685.1,N_genes,3,3,7,2,0.286,0.32867132867132864
s__Sporolactobacillus_terrae--RS_GCF_000648615.1,N_genes,0,2,3,2,0.0,0.4285714285714286
s__Anabaena_variabilis_A--RS_GCF_014698735.1,N_genes,3,0,3,3,inf,0.4642857142857143
s__T3SED10-7_sp003564505--GB_GCA_003564505.1,N_genes,0,2,1,1,0.0,1.0
s__Desulfofundulus_A_thermobenzoicus--RS_GCF_009428905.1,N_genes,0,3,2,1,0.0,0.4000000000000001
s__JAJOKN01_sp021129815--GB_GCA_021129815.1,N_genes,0,2,0,6,,1.0
s__Bradyrhizobium_septentrionale--RS_GCF_011516645.4,N_genes,2,0,2,1,inf,1.0
s__FACHB-152_sp014697475--RS_GCF_014697475.1,N_genes,4,0,4,0,,1.0
s__UBA5808_sp002417975--GB_GCA_002417975.1,N_genes,1,1,0,4,inf,0.3333333333333333
s__SZUA-378_sp023392535--GB_GCA_023392535.1,N_genes,2,0,2,0,,1.0
s__Dehalobacter_restrictus--RS_GCF_000512895.1,N_genes,0,2,3,0,0.0,0.10000000000000002
s__Pelosinus_fermentans_A--RS_GCF_000271665.2,N_genes,5,1,3,1,1.667,1.0
s__Fuscovulum_blasticum--RS_GCF_003034965.1,N_genes,2,0,3,0,,1.0
s__Stutzerimonas_stutzeri--RS_GCF_000219605.1,N_genes,0,5,2,19,0.0,1.0
s__Methanosarcina_horonobensis--RS_GCF_000970285.1,N_genes,2,6,7,15,0.714,1.0
s__Faecalibacterium_longum--RS_GCF_020687245.1,N_genes,0,4,1,16,0.0,1.0
s__UBA3855_sp900316885--GB_GCA_900316885.1,N_genes,1,3,2,0,0.0,0.4000000000000001
s__CAIOGM01_sp903902345--GB_GCA_903902345.1,N_genes,2,0,2,3,inf,0.4285714285714286
s__Chlorobium_sp903917955--GB_GCA_903917955.1,N_genes,0,2,3,2,0.0,0.4285714285714286
s__Blautia_A_sp900066355--GB_GCA_900066355.1,N_genes,2,0,1,2,inf,0.4000000000000001
s__JACKCP01_sp020633955--GB_GCA_020633955.1,N_genes,2,0,2,3,inf,0.4285714285714286
s__Alkaliphilus_B_oremlandii--RS_GCF_000018325.1,N_genes,1,1,1,2,2.0,1.0
s__JAFCCC01_sp017610385--GB_GCA_017610385.1,N_genes,2,1,3,0,0.0,1.0
s__Succiniclasticum_sp017460905--GB_GCA_017460905.1,N_genes,0,3,1,3,0.0,1.0
s__PWEA01_sp003554845--GB_GCA_003554845.1,N_genes,3,0,2,0,,1.0
s__Clostridium_AD_estertheticum--RS_GCF_001877035.1,N_genes,0,5,3,2,0.0,0.16666666666666666
s__Paenibacillus_sophorae--RS_GCF_018966525.1,N_genes,3,4,4,0,0.0,0.19393939393939397
s__Methanobrevibacter_A_sp900314695--GB_GCA_900314695.1,N_genes,2,1,4,15,7.5,0.16883116883116883
s__UBA3569_sp002375895--GB_GCA_002375895.1,N_genes,1,1,2,1,0.5,1.0
s__Accumulibacter_cognatus--GB_GCA_013414765.1,N_genes,0,2,2,2,0.0,0.4666666666666667
s__RPRC01_sp002419385--GB_GCA_002419385.1,N_genes,0,2,3,1,0.0,0.4000000000000001
s__VUNA01_sp016775335--GB_GCA_016775335.1,N_genes,2,0,2,0,,1.0
s__Methanoculleus_sp023457135--GB_GCA_023457135.1,N_genes,4,2,7,1,0.286,0.5384615384615384
s__Rhodopseudomonas_palustris_H--RS_GCF_003031265.1,N_genes,5,1,3,0,0.0,1.0
s__UBA1240_sp001603145--GB_GCA_001603145.1,N_genes,2,0,1,1,inf,1.0
s__NK4A136_sp017634975--GB_GCA_017634975.1,N_genes,1,1,0,2,inf,1.0
s__Azospirillum_brasilense--RS_GCF_001315015.1,N_genes,2,0,3,2,inf,1.0
s__Aulosira_anomala_A--RS_GCF_014696435.1,N_genes,2,1,4,0,0.0,0.42857142857142855
s__Rhodopseudomonas_pentothenatexigens--RS_GCF_900218015.1,N_genes,2,0,2,0,,1.0
s__Blautia_A_luti--RS_GCF_009707925.1,N_genes,2,0,2,0,,1.0
s__Weimeria_sp902803645--GB_GCA_902803645.1,N_genes,2,0,0,2,inf,0.3333333333333333
s__Rhodopila_sp903915725--GB_GCA_903915725.1,N_genes,2,1,2,0,0.0,1.0
s__CAIZES01_sp903932045--GB_GCA_903932045.1,N_genes,0,2,2,3,0.0,1.0
s__KLE1615_sp900066985--GB_GCA_003478935.1,N_genes,1,4,1,15,3.75,0.4285714285714286
s__Cryptobacteroides_sp934700615--GB_GCA_934700615.1,N_genes,0,2,1,1,0.0,1.0
s__Methanothermococcus_thermolithotrophicus--RS_GCF_000376965.1,N_genes,4,4,7,4,0.571,0.6576962768913234
s__Methanogranum_sp002506905--GB_GCA_002506905.1,N_genes,1,1,6,1,0.167,0.4166666666666667
s__RumEn-M2_sp012522645--GB_GCA_012522645.1,N_genes,0,3,7,0,0.0,0.008333333333333333
s__JACQBR01_sp016194335--GB_GCA_016194335.1,N_genes,1,1,2,2,1.0,1.0
s__JADJBS01_sp016703665--GB_GCA_016703665.1,N_genes,2,2,1,5,5.0,0.5
s__Bradyrhizobium_canariense_D--RS_GCF_021052305.1,N_genes,2,1,4,4,2.0,1.0
s__Cupidesulfovibrio_sp019931275--RS_GCF_019931275.1,N_genes,2,0,3,2,inf,1.0
s__Fen-1137_sp003158455--GB_GCA_003158455.1,N_genes,0,4,1,1,0.0,0.3333333333333333
s__Klebsiella_pneumoniae--RS_GCF_000742135.1,N_genes,0,20,3,112,0.0,1.0
s__CAIWXQ01_sp903861045--GB_GCA_903861045.1,N_genes,2,0,3,1,inf,1.0
s__UBA644_sp934454405--GB_GCA_934454405.1,N_genes,1,1,2,1,0.5,1.0
s__Fimenecus_sp004556705--GB_GCA_004556705.1,N_genes,0,2,1,1,0.0,1.0
s__BMS3Bbin07_sp011051565--GB_GCA_011051565.1,N_genes,2,0,3,5,inf,0.44444444444444453
s__GCA-2686295_sp014384455--GB_GCA_016784125.1,N_genes,2,0,3,5,inf,0.44444444444444453
s__Fischerella_thermalis--RS_GCF_000317225.1,N_genes,2,0,3,8,inf,0.12820512820512822
s__Thiobacillus_sp021836225--GB_GCA_021836225.1,N_genes,1,2,2,7,1.75,1.0
s__JGI-OTU-1_sp000494145--GB_GCA_000494145.1,N_genes,0,2,2,1,0.0,0.4000000000000001
s__CAG-791_sp900101015--RS_GCF_900101015.1,N_genes,1,8,2,16,1.0,1.0
s__CAINDZ01_sp903847545--GB_GCA_903847545.1,N_genes,0,2,0,5,,1.0
s__Copromonas_sp900556965--GB_GCA_900556965.1,N_genes,0,4,0,4,,1.0
s__Treponema_D_sp002399405--GB_GCA_002399405.1,N_genes,3,3,1,1,1.0,1.0
s__Aliarcobacter_ellisii--RS_GCF_003544915.1,N_genes,1,1,1,1,1.0,1.0
s__Methanofervidicoccus_abyssi--RS_GCF_004310395.1,N_genes,5,0,6,1,inf,1.0
s__Chlorobium_sp013334755--GB_GCA_013334755.1,N_genes,1,2,3,1,0.167,0.48571428571428565
s__Methanolinea_A_sp002067155--GB_GCA_018263335.1,N_genes,2,0,6,0,,1.0
s__Nanosalina_sp022729355--GB_GCA_022729355.1,N_genes,2,0,2,0,,1.0
s__Methanolobus_zinderi--RS_GCF_013388255.1,N_genes,8,0,7,0,,1.0
s__Bradyrhizobium_sp018398895--RS_GCF_018398895.1,N_genes,2,0,3,0,,1.0
s__Methanobacterium_A_sp003166335--GB_GCA_003166335.1,N_genes,3,2,3,6,3.0,0.5804195804195803
s__Bog-38_sp003158275--GB_GCA_003158275.1,N_genes,2,0,3,6,inf,0.18181818181818182
s__Rhodoferax_sp903823025--GB_GCA_903823025.1,N_genes,3,0,4,1,inf,1.0
s__Anaerobutyricum_sp934317185--GB_GCA_934317185.1,N_genes,2,0,0,4,inf,0.06666666666666667
s__Klebsiella_planticola--RS_GCF_000735435.1,N_genes,0,4,3,2,0.0,0.16666666666666669
s__Methanoculleus_sp002497965--GB_GCA_002497965.1,N_genes,3,9,3,10,1.111,1.0
s__Ruminococcus_flavefaciens_O--GB_GCA_002348905.1,N_genes,2,0,0,2,inf,0.3333333333333333
s__NK4A136_sp900102065--GB_GCA_900102065.1,N_genes,1,2,1,2,1.0,1.0
s__Hydrococcus_sp012031035--GB_GCA_012031035.1,N_genes,1,4,2,5,0.625,1.0
s__Firm-04_sp016291435--GB_GCA_016291435.1,N_genes,2,0,1,1,inf,1.0
s__HUN007_sp017848115--GB_GCA_017848115.1,N_genes,1,2,0,2,inf,1.0
s__Methylovulum_sp007280895--GB_GCA_007280895.1,N_genes,0,2,3,2,0.0,0.4285714285714286
s__Methanoculleus_chikugoensis--RS_GCF_019669965.1,N_genes,0,8,2,9,0.0,0.4853801169590643
s__Frankia_nodulisporulans--RS_GCF_902806475.1,N_genes,2,0,2,3,inf,0.4285714285714286
s__Mesorhizobium_sp003952485--RS_GCF_003952485.1,N_genes,1,3,4,6,0.5,1.0
s__Halapricum_desulfuricans--RS_GCF_017094525.1,N_genes,3,0,6,0,,1.0
s__Nostoc_muscorum--RS_GCF_014698115.1,N_genes,2,1,4,0,0.0,0.42857142857142855
s__UBA3855_sp902783005--GB_GCA_902783005.1,N_genes,2,2,1,6,6.0,0.49090909090909085
s__PFJX01_sp903883985--GB_GCA_903883985.1,N_genes,1,1,1,7,7.0,0.3777777777777777
s__UBA964_sp903885195--GB_GCA_903885195.1,N_genes,0,2,1,3,0.0,1.0
s__Pseudomonas_aeruginosa--RS_GCF_001457615.1,N_genes,0,4,2,114,0.0,1.0
s__Desulfosporosinus_nitroreducens--RS_GCF_023897015.1,N_genes,1,4,1,9,2.25,1.0
s__Enteromonas_sp002321395--GB_GCA_002321395.1,N_genes,0,2,0,3,,1.0
s__UBA1546_sp001805105--GB_GCA_001805105.1,N_genes,0,4,0,6,,1.0
s__Neisseria_meningitidis--RS_GCF_900638555.1,N_genes,0,3,1,3,0.0,1.0
s__Methanoculleus_sp012797575--GB_GCA_012797575.1,N_genes,5,0,6,0,,1.0
s__PH2015_sp014654705--GB_GCA_014654705.1,N_genes,2,8,3,2,0.167,0.25074925074925075
s__JADFXG01_sp015233895--GB_GCA_015233895.1,N_genes,0,2,1,1,0.0,1.0
s__Firm-04_sp016281125--GB_GCA_016281125.1,N_genes,1,3,1,3,1.0,1.0
s__Acididesulfobacter_diazotrophicus--GB_GCA_004195025.1,N_genes,1,2,1,2,1.0,1.0
s__Caproicibacter_sp022650455--GB_GCA_022650455.1,N_genes,1,3,2,1,0.167,0.48571428571428565
s__Erwinia_amylovora--RS_GCF_017161565.1,N_genes,0,2,2,3,0.0,1.0
s__Methanosarcina_sp000969965--RS_GCF_000969965.1,N_genes,8,0,11,0,,1.0
s__Azospirillum_sp003116065--RS_GCF_004923315.1,N_genes,2,0,2,2,inf,0.4666666666666667
s__Xanthobacter_oligotrophicus--RS_GCF_008364685.1,N_genes,2,0,3,0,,1.0
s__Trinickia_symbiotica--RS_GCF_002934455.1,N_genes,0,2,2,1,0.0,0.4000000000000001
s__SKZA01_sp007136425--GB_GCA_007136425.1,N_genes,0,2,1,1,0.0,1.0
s__Ensifer_A_sp900466575--GB_GCA_900466575.1,N_genes,2,0,3,0,,1.0
s__Anaerostipes_sp900066705--GB_GCA_902362875.1,N_genes,0,2,3,2,0.0,0.4285714285714286
s__Clostridium_R_sp003445895--GB_GCA_003445895.1,N_genes,0,2,0,8,,1.0
s__UBA738_sp902768805--GB_GCA_902768805.1,N_genes,0,3,0,3,,1.0
s__CAIOVX01_sp903915125--GB_GCA_903915125.1,N_genes,0,3,0,5,,1.0
s__Vibrio_navarrensis--RS_GCF_000764325.1,N_genes,0,2,1,3,0.0,1.0
s__Methanoregula_sp002502245--GB_GCA_002502245.1,N_genes,5,0,7,1,inf,1.0
s__UBA3064_sp002342365--GB_GCA_002342365.1,N_genes,0,9,2,2,0.0,0.07692307692307691
s__Clostridium_B_tyrobutyricum--RS_GCF_000359585.1,N_genes,3,5,3,3,0.6,1.0
s__GWB2-47-37_sp001803635--GB_GCA_001803635.1,N_genes,0,3,2,3,0.0,0.4642857142857143
s__SKZT01_sp011389745--GB_GCA_011389745.1,N_genes,2,1,3,2,1.333,1.0
s__Zth2_sp024225035--GB_GCA_024225035.1,N_genes,0,2,1,1,0.0,1.0
s__Propionivibrio_aalborgensis--RS_GCF_900089945.1,N_genes,2,0,2,6,inf,0.13333333333333336
s__SMTZ1-45_sp016840685--GB_GCA_016840685.1,N_genes,0,2,7,1,0.0,0.06666666666666667
s__Desulfobacula_sp023701135--GB_GCA_023701135.1,N_genes,1,1,1,2,2.0,1.0
s__Methanocaldococcus_sp902827205--GB_GCA_902827205.1,N_genes,6,0,8,0,,1.0
s__Paenibacillus_phytohabitans--RS_GCF_013141775.1,N_genes,2,2,3,0,0.0,0.42857142857142855
s__Halorubrum_salinarum--RS_GCF_013267195.1,N_genes,1,6,8,12,0.25,0.36321070234113717
s__Rhizobium_sp001657485--RS_GCF_001657485.1,N_genes,1,2,5,1,0.1,0.22619047619047616
s__Negativibacillus_sp900547015--GB_GCA_900547015.1,N_genes,0,2,2,0,0.0,0.3333333333333333
s__Novisyntrophococcus_sp900539175--GB_GCA_900539175.1,N_genes,2,0,2,1,inf,1.0
s__Selenomonas_C_bovis--RS_GCF_000381005.1,N_genes,1,1,2,0,0.0,1.0
s__Ruminococcus_sp900315975--GB_GCA_900315975.1,N_genes,0,2,1,4,0.0,1.0
s__UBA2270_sp903891045--GB_GCA_903891045.1,N_genes,2,0,4,0,,1.0
s__Limnocylindrus_sp903944295--GB_GCA_903944295.1,N_genes,0,2,1,2,0.0,1.0
s__Macellibacteroides_fermentans--RS_GCF_013409575.1,N_genes,0,2,1,4,0.0,1.0
s__JAHJDB01_sp018812765--GB_GCA_018812765.1,N_genes,2,0,3,0,,1.0
s__Desulfobacula_sp018821535--GB_GCA_018821535.1,N_genes,2,0,2,1,inf,1.0
s__Acidithiobacillus_ferrooxidans--RS_GCF_000021485.1,N_genes,2,0,5,3,inf,1.0
s__EX4572-44_sp002254825--GB_GCA_002254825.2,N_genes,1,5,0,3,inf,1.0
s__Natronorubrum_tibetense--RS_GCF_000383975.1,N_genes,2,0,11,2,inf,1.0
s__Geomonas_pelophila--RS_GCF_014218275.1,N_genes,2,1,4,0,0.0,0.42857142857142855
s__JALDAI01_sp022729255--GB_GCA_022729255.1,N_genes,1,3,2,0,0.0,0.4000000000000001
s__Methanothermobacter_thermautotrophicus_A--RS_GCF_014889545.1,N_genes,2,1,6,1,0.333,1.0
s__Methanosuratincola_subterraneus--GB_GCA_004028775.1,N_genes,1,2,3,2,0.333,1.0
s__CAG-390_sp902783905--GB_GCA_902783905.1,N_genes,2,0,1,1,inf,1.0
s__UBA737_sp002431945--GB_GCA_002431945.1,N_genes,0,2,0,4,,1.0
s__KS41_sp903863905--GB_GCA_903863905.1,N_genes,0,5,3,6,0.0,0.25824175824175827
s__UBA5123_sp002414225--GB_GCA_002414225.1,N_genes,2,0,2,1,inf,1.0
s__GW2011-AR9_sp10194u--GB_GCA_013331635.1,N_genes,1,1,0,6,inf,0.25
s__WMHbin7_sp002753155--GB_GCA_002753155.1,N_genes,2,0,1,1,inf,1.0
s__Bog-38_sp003170935--GB_GCA_003170935.1,N_genes,0,2,3,7,0.0,1.0
s__RUG099_sp017505405--GB_GCA_017505405.1,N_genes,1,1,2,3,1.5,1.0
s__Desertifilum_sp001746915--RS_GCF_001746915.1,N_genes,2,1,3,0,0.0,1.0
s__UBA2250_sp024709955--GB_GCA_024709955.1,N_genes,2,0,4,1,inf,1.0
s__Rahnella_aquatilis--RS_GCF_000241955.1,N_genes,2,0,4,0,,1.0
s__UBA1394_sp900066845--GB_GCA_902362965.1,N_genes,0,2,1,1,0.0,1.0
s__Limnohabitans_A_sp903870145--GB_GCA_903870145.1,N_genes,0,3,2,5,0.0,1.0
s__Chlorobium_sp903937835--GB_GCA_903937835.1,N_genes,2,1,2,2,2.0,1.0
s__Roseofilum_reptotaenium_A--GB_GCA_001890975.1,N_genes,2,0,2,0,,1.0
s__Lachnoclostridium_A_stercorigallinarum--GB_GCA_019116745.1,N_genes,0,2,1,3,0.0,1.0
s__WYZ-LMO10_sp004347955--GB_GCA_004347955.1,N_genes,0,2,3,3,0.0,0.46428571428571436
s__Chlorogloeopsis_fritschii--RS_GCF_000317285.1,N_genes,2,1,3,7,4.667,0.5104895104895104
s__Methanoculleus_sp001896715--GB_GCA_001896715.1,N_genes,4,2,4,6,3.0,0.6083916083916083
s__JAGXOR01_sp023659785--GB_GCA_023659785.1,N_genes,3,4,1,3,2.25,1.0
s__Halobiforma_lacisalsi--RS_GCF_000226975.2,N_genes,2,0,11,0,,1.0
s__Halococcus_salsus--RS_GCF_009900715.1,N_genes,0,2,5,6,0.0,0.4871794871794872
s__Vibrio_sp014596725--RS_GCF_014596725.1,N_genes,2,0,1,1,inf,1.0
s__Corallincola_holothuriorum--RS_GCF_003336225.1,N_genes,2,0,0,2,inf,0.3333333333333333
s__Sporolactobacillus_inulinus--RS_GCF_006539285.1,N_genes,0,2,2,5,0.0,1.0
s__Faecalibacterium_prausnitzii_D--RS_GCF_023347255.1,N_genes,0,2,0,7,,1.0
s__Humidesulfovibrio_sp903843965--GB_GCA_903843965.1,N_genes,2,3,2,0,0.0,0.4285714285714286
s__CAIOVX01_sp903916325--GB_GCA_903916325.1,N_genes,0,2,2,2,0.0,0.4666666666666667
s__Faecousia_sp900553805--GB_GCA_900553805.1,N_genes,0,2,2,1,0.0,0.4000000000000001
s__Gemmiger_formicilis--RS_GCF_900167555.1,N_genes,0,4,1,5,0.0,1.0
s__Mediterraneibacter_faecis--GB_GCA_001312505.1,N_genes,2,1,2,7,7.0,0.2363636363636364
s__Dorea_A_sp900550865--GB_GCA_900550865.1,N_genes,2,0,2,0,,1.0
s__Microcoleus_sp004292955--GB_GCA_004292955.1,N_genes,0,2,5,3,0.0,0.44444444444444453
s__JAEWAH01_sp023415145--GB_GCA_023415145.1,N_genes,1,1,4,2,0.5,1.0
s__Rhodobacter_capsulatus--RS_GCF_003254295.1,N_genes,4,0,2,0,,1.0
s__Methanoregula_sp003157895--GB_GCA_003157895.1,N_genes,1,4,0,8,inf,0.3846153846153846
s__B3-G16_sp003649665--GB_GCA_003649665.1,N_genes,0,2,3,2,0.0,0.4285714285714286
s__NK4A136_sp000421045--GB_GCA_000421045.1,N_genes,0,2,1,3,0.0,1.0
s__Saccharofermentans_sp902801755--GB_GCA_902801755.1,N_genes,0,2,0,3,,1.0
s__UMGS1820_sp902797885--GB_GCA_902797885.1,N_genes,0,2,0,4,,1.0
s__CAIPFQ01_sp903864395--GB_GCA_903864395.1,N_genes,0,2,1,2,0.0,1.0
s__JACRCG01_sp903901875--GB_GCA_903901875.1,N_genes,6,0,2,1,inf,0.3333333333333333
s__Lamprocystis_sp903933125--GB_GCA_903933125.1,N_genes,0,2,4,0,0.0,0.06666666666666667
